doc_id,sec_code,period_end,category_key,category_en,category_custom,headcount,total_yen,avg_per_head_yen,fixed_yen,base_yen,performance_yen,bonus_yen,non_monetary_yen,retirement_yen,other_components_yen,other_components,components_reconcile
S100YCXQ,9063,2021-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,6.0,3800000.0,633333,3600000.0,,,,,200000.0,,,1
S100YCY1,9063,2022-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,14.0,107456000.0,7675429,92556000.0,,,,,14900000.0,,,1
S100YCY1,9063,2022-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,9200000.0,9200000,8300000.0,,,,,900000.0,,,1
S100YCY1,9063,2022-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,4.0,3900000.0,975000,3600000.0,,,,,300000.0,,,1
S100YCYQ,3173,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,7.0,202000000.0,28857143,151000000.0,,35000000.0,,,15000000.0,,,1
S100YCYQ,3173,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,11000000.0,11000000,10000000.0,,,,,0.0,,,1
S100YCYQ,3173,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,4.0,21000000.0,5250000,21000000.0,,,,,,,,1
S100YCYR,9063,2023-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,13.0,133706000.0,10285077,116406000.0,,,,,17300000.0,,,1
S100YCYR,9063,2023-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,10200000.0,10200000,9300000.0,,,,,900000.0,,,1
S100YCYR,9063,2023-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,4.0,6100000.0,1525000,5600000.0,,,,,500000.0,,,1
S100YCYY,4246,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,6.0,214000000.0,35666667,,163000000.0,,34000000.0,,,16000000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YCYY,4246,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,21000000.0,21000000,,21000000.0,,,,,,,1
S100YCYY,4246,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,8.0,25000000.0,3125000,,25000000.0,,,,,,,1
S100YCZ0,8522,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,7.0,240000000.0,34285714,137000000.0,,77000000.0,,25000000.0,,,,1
S100YCZ0,8522,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,16000000.0,16000000,16000000.0,,,,,,,,1
S100YCZ0,8522,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,6.0,30000000.0,5000000,30000000.0,,,,,,,,1
S100YCZ8,9063,2024-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,15.0,138288000.0,9219200,120088000.0,,,,,18200000.0,,,1
S100YCZ8,9063,2024-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,2.0,8527000.0,4263500,7927000.0,,,,,600000.0,,,1
S100YCZ8,9063,2024-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,5.0,5100000.0,1020000,4800000.0,,,,,300000.0,,,1
S100YCZF,8558,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,5.0,114000000.0,22800000,93000000.0,,,,21000000.0,,,,1
S100YCZF,8558,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,3.0,31000000.0,10333333,31000000.0,,,,,,,,1
S100YCZF,8558,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,6.0,23000000.0,3833333,23000000.0,,,,,,,,1
S100YCZL,9063,2025-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,13.0,134444000.0,10341846,117444000.0,,,,,17000000.0,,,1
S100YCZL,9063,2025-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,9074000.0,9074000,7974000.0,,,,,1100000.0,,,1
S100YCZL,9063,2025-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,4.0,5000000.0,1250000,4500000.0,,,,,500000.0,,,1
S100YCZS,7183,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,4.0,68628000.0,17157000,68628000.0,,,,,,,,1
S100YCZS,7183,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,9000000.0,9000000,9000000.0,,,,,,,,1
S100YCZS,7183,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,2.0,8928000.0,4464000,8928000.0,,,,,,,,1
S100YD0C,7384,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,9.0,131000000.0,14555556,92000000.0,,,17000000.0,21000000.0,,21000000.0,PerformanceLinkedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,0
S100YD0C,7384,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,19000000.0,19000000,19000000.0,,,,,,,,1
S100YD0C,7384,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,6.0,27000000.0,4500000,27000000.0,,,,,,,,1
S100YD0G,3842,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,4.0,117332000.0,29333000,74793000.0,,32508000.0,,10030000.0,,,,1
S100YD0G,3842,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,11700000.0,11700000,11700000.0,,,,,,,,1
S100YD0G,3842,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,5.0,17020000.0,3404000,17020000.0,,,,,,,,1
S100YD0K,3024,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersMember,,1,6.0,113025000.0,18837500,,90378000.0,,4320000.0,,,18327000.0,PerformanceLinkedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD0K,3024,2026-03-31,OutsideDirectorsExcludingAuditAndSupervisoryCommitteeMembersMember,,1,1.0,6300000.0,6300000,,6300000.0,,,,,,,1
S100YD0K,3024,2026-03-31,OutsideDirectorAuditAndSupervisoryCommitteeMemberMember,,1,3.0,16800000.0,5600000,,16800000.0,,,,,,,1
S100YD1I,3088,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,8.0,562000000.0,70250000,301000000.0,,261000000.0,,92000000.0,,,,0
S100YD1I,3088,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,6000000.0,6000000,6000000.0,,,,,,,,1
S100YD1I,3088,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,12.0,77000000.0,6416667,77000000.0,,,,,,,,1
S100YD1K,9478,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,3.0,101000000.0,33666667,85000000.0,,13000000.0,,15000000.0,1000000.0,,,0
S100YD1K,9478,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,3000000.0,3000000,2000000.0,,0.0,,0.0,0.0,,,1
S100YD1K,9478,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,2.0,5000000.0,2500000,4000000.0,,1000000.0,,0.0,0.0,,,1
S100YD22,6402,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,5.0,151279000.0,30255800,102870000.0,,39696000.0,,,,8713000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD22,6402,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,14066000.0,14066000,12000000.0,,1000000.0,,,,1066000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD22,6402,2026-03-31,OutsideDirectorsMember,Outside directors,0,2.0,9811000.0,4905500,8400000.0,,700000.0,,,,711000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD22,6402,2026-03-31,OutsideCorporateAuditorsMember,Outside statutory auditors,0,2.0,7211000.0,3605500,6000000.0,,500000.0,,,,711000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD25,6301,2026-03-31,DirectorMember,,1,10.0,1259000000.0,125900000,,487000000.0,,,,,772000000.0,BonusPerformanceBasedRemunerationTotalAmountByTypeOfRemunerationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|StockBasedRemunerationPerformanceBasedRemunerationNonMonetaryRemunerationTotalAmountByTypeOfRemunerationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD25,6301,2026-03-31,OutsideDirectorsMember,Outside directors,0,4.0,91000000.0,22750000,,91000000.0,,,,,,,1
S100YD25,6301,2026-03-31,AuditAndSupervisoryBoardMemberMember,,1,7.0,165000000.0,23571429,,165000000.0,,,,,,,1
S100YD25,6301,2026-03-31,OutsideCorporateAuditorsMember,Outside statutory auditors,0,4.0,68000000.0,17000000,,68000000.0,,,,,,,1
S100YD29,7181,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,1.0,30000000.0,30000000,30000000.0,,,,,,,,1
S100YD29,7181,2026-03-31,OutsideDirectorsMember,Outside directors,0,9.0,96000000.0,10666667,96000000.0,,,,,,,,1
S100YD29,7181,2026-03-31,ExecutiveOfficersMember,Executive officers,0,29.0,909000000.0,31344828,571000000.0,,,249000000.0,,,44000000.0,ShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,0
S100YD2K,7322,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,7.0,69000000.0,9857143,69000000.0,,,,,,,,1
S100YD2K,7322,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,12000000.0,12000000,12000000.0,,,,,,,,1
S100YD2K,7322,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,4.0,22000000.0,5500000,22000000.0,,,,,,,,1
S100YD3N,8387,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,7.0,200000000.0,28571429,168000000.0,,32000000.0,,32000000.0,,,,0
S100YD3N,8387,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,18000000.0,18000000,18000000.0,,,,,,,,1
S100YD3N,8387,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,5.0,24000000.0,4800000,24000000.0,,,,,,,,1
S100YD42,4208,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersMember,,1,7.0,257000000.0,36714286,,143000000.0,,,,,123000000.0,AnnualIncentivesRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|LongTermIncentivesRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,0
S100YD42,4208,2026-03-31,OutsideDirectorsExcludingAuditAndSupervisoryCommitteeMembersMember,,1,2.0,24000000.0,12000000,,24000000.0,,,,,,,1
S100YD42,4208,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersMember,,1,4.0,83000000.0,20750000,,82000000.0,,,,,,,1
S100YD42,4208,2026-03-31,OutsideDirectorsAppointedAsAuditAndSupervisoryCommitteeMembersMember,,1,3.0,43000000.0,14333333,,43000000.0,,,,,,,1
S100YD42,4208,2026-03-31,DirectorsMember,,1,11.0,338000000.0,30727273,,224000000.0,,,,,123000000.0,AnnualIncentivesRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|LongTermIncentivesRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,0
S100YD42,4208,2026-03-31,OutsideDirectorsMember,Outside directors,0,5.0,67000000.0,13400000,,67000000.0,,,,,,,1
S100YD46,9308,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,2.0,163000000.0,81500000,,,,,,,162000000.0,FixedMonetaryRemunerationRemunerationByCategoryOfDirectorsAndOtherOfficers|FixedStockCompensationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|PerfirmanceBasedStockCompensationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|PerformanceBasedMonetaryRemunerationRemunerationByCategoryOfDirectorsAndOtherOfficers,1
S100YD46,9308,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,7000000.0,7000000,,,,,,,7000000.0,FixedMonetaryRemunerationRemunerationByCategoryOfDirectorsAndOtherOfficers,1
S100YD46,9308,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,8.0,63000000.0,7875000,,,,,,,63000000.0,FixedMonetaryRemunerationRemunerationByCategoryOfDirectorsAndOtherOfficers|FixedStockCompensationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD49,4733,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,4.0,246830000.0,61707500,,196830000.0,50000000.0,,,,,,1
S100YD49,4733,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,12000000.0,12000000,,12000000.0,,,,,,,1
S100YD49,4733,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,7.0,87480000.0,12497143,,87480000.0,,,,,,,1
S100YD52,2209,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,15.0,252767000.0,16851133,182767000.0,,70000000.0,,,,,,1
S100YD52,2209,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,2.0,26898000.0,13449000,26898000.0,,,,,,,,1
S100YD52,2209,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,6.0,36960000.0,6160000,36960000.0,,,,,,,,1
S100YD54,3682,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,5.0,88350000.0,17670000,78600000.0,,9750000.0,,,,,,1
S100YD54,3682,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,9000000.0,9000000,9000000.0,,,,,,,,1
S100YD54,3682,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,2.0,12000000.0,6000000,12000000.0,,,,,,,,1
S100YD5O,1852,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,5.0,167000000.0,33400000,106000000.0,,38000000.0,,23000000.0,,,,1
S100YD5O,1852,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,14000000.0,14000000,14000000.0,,,,,,,,1
S100YD5O,1852,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,7.0,45000000.0,6428571,45000000.0,,,,,,,,1
S100YD65,9474,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,8.0,228000000.0,28500000,157000000.0,,70000000.0,,15000000.0,,,,0
S100YD65,9474,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersMember,,1,1.0,20000000.0,20000000,19000000.0,,0.0,,0.0,,,,1
S100YD65,9474,2026-03-31,OutsideDirectorsExcludingAuditAndSupervisoryCommitteeMembersMember,,1,2.0,12000000.0,6000000,11000000.0,,1000000.0,,1000000.0,,,,1
S100YD65,9474,2026-03-31,OutsideDirectorsAppointedAsAuditAndSupervisoryCommitteeMembersMember,,1,3.0,22000000.0,7333333,20000000.0,,1000000.0,,1000000.0,,,,1
S100YD6A,8345,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,7.0,180000000.0,25714286,123000000.0,,,27000000.0,,,29000000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD6A,8345,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,20000000.0,20000000,20000000.0,,,,,,,,1
S100YD6A,8345,2026-03-31,OutsideDirectorsMember,Outside directors,0,6.0,27000000.0,4500000,27000000.0,,,,,,,,1
S100YD79,6490,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,5.0,228000000.0,45600000,77000000.0,,77000000.0,,72000000.0,,,,1
S100YD79,6490,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,9000000.0,9000000,9000000.0,,,,,,,,1
S100YD79,6490,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,4.0,19000000.0,4750000,19000000.0,,,,,,,,1
S100YD7D,4828,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,6.0,183505000.0,30584167,110216000.0,,,51800000.0,,,21489000.0,ShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD7D,4828,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,18272000.0,18272000,18272000.0,,,,,,,,1
S100YD7D,4828,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,4.0,26400000.0,6600000,26400000.0,,,,,,,,1
S100YD7I,9991,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,3.0,99000000.0,33000000,67000000.0,,,,,,32000000.0,DirectorsBonusesRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|PerformanceLinkedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|ShareAwardsServiceLengthPortionRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD7I,9991,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,2.0,19000000.0,9500000,19000000.0,,,,,,,,1
S100YD7I,9991,2026-03-31,OutsideDirectorsMember,Outside directors,0,3.0,14000000.0,4666667,14000000.0,,,,,,,,1
S100YD7I,9991,2026-03-31,OutsideCorporateAuditorsMember,Outside statutory auditors,0,2.0,22000000.0,11000000,22000000.0,,,,,,,,1
S100YD7R,4549,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,5.0,19000000.0,3800000,17000000.0,,,,,,1000000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD7R,4549,2026-03-31,ExecutiveOfficersMember,Executive officers,0,16.0,242000000.0,15125000,125000000.0,,42000000.0,,,,75000000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD7R,4549,2026-03-31,OutsideDirectorsMember,Outside directors,0,8.0,76000000.0,9500000,70000000.0,,,,,,5000000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD7X,9052,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,5.0,202000000.0,40400000,160000000.0,,22000000.0,,,,19000000.0,ShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD7X,9052,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,15000000.0,15000000,15000000.0,,,,,,,,1
S100YD7X,9052,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,2.0,10000000.0,5000000,10000000.0,,,,,,,,1
S100YD7X,9052,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,7.0,36000000.0,5142857,36000000.0,,,,,,,,1
S100YD8G,3437,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,7.0,47750000.0,6821429,41124000.0,,6626000.0,,1815000.0,,,,1
S100YD8G,3437,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,2.0,4730000.0,2365000,4730000.0,,,,,,,,1
S100YD8G,3437,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,2.0,11820000.0,5910000,11820000.0,,,,,,,,1
S100YD8J,8015,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,6.0,970000000.0,161666667,269000000.0,,,350000000.0,,,350000000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YD8J,8015,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,3.0,84000000.0,28000000,84000000.0,,,,,,,,1
S100YD8J,8015,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,7.0,114000000.0,16285714,114000000.0,,,,,,,,1
S100YD9X,1847,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,4.0,185000000.0,46250000,,137000000.0,47000000.0,,,,,,1
S100YD9X,1847,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,19000000.0,19000000,,19000000.0,,,,,,,1
S100YD9X,1847,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,5.0,38000000.0,7600000,,38000000.0,,,,,,,1
S100YDA0,8392,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,7.0,282000000.0,40285714,243000000.0,,,,39000000.0,,,,1
S100YDA0,8392,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,3.0,50000000.0,16666667,50000000.0,,,,,,,,1
S100YDA0,8392,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,5.0,27000000.0,5400000,27000000.0,,,,,,,,1
S100YDA3,1798,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,8.0,193659000.0,24207375,165900000.0,,27759000.0,,13809000.0,,,,0
S100YDA3,1798,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,9100000.0,9100000,8400000.0,,700000.0,,,,,,1
S100YDA3,1798,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,4.0,13000000.0,3250000,12000000.0,,1000000.0,,,,,,1
S100YDBK,9914,2026-03-20,DirectorsExcludingAuditAndSupervisoryCommitteeMember,,1,5.0,103042000.0,20608400,52542000.0,,13200000.0,,,32000000.0,5300000.0,RetirementBonusPaymentAmountRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YDBK,9914,2026-03-20,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,14238000.0,14238000,10938000.0,,2200000.0,,,,1100000.0,RetirementBonusPaymentAmountRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YDBK,9914,2026-03-20,OutsideDirectorAuditAndSupervisoryCommitteeMember,,1,2.0,4541000.0,2270500,4141000.0,,,,,,400000.0,RetirementBonusPaymentAmountRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YDBM,3110,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,3.0,70000000.0,23333333,60000000.0,,10000000.0,,,,,,1
S100YDBM,3110,2026-03-31,ExecutiveOfficersMember,Executive officers,0,13.0,370000000.0,28461538,194000000.0,,118000000.0,,,,58000000.0,ShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YDBM,3110,2026-03-31,OutsideDirectorsMember,Outside directors,0,4.0,76000000.0,19000000,76000000.0,,,,,,,,1
S100YDBU,4512,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,6.0,77790000.0,12965000,77790000.0,,,,,,,,1
S100YDBU,4512,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,12900000.0,12900000,12900000.0,,,,,,,,1
S100YDBU,4512,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,3.0,18000000.0,6000000,18000000.0,,,,,,,,1
S100YDBW,7774,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,6.0,91296000.0,15216000,42996000.0,,,,,20100000.0,28200000.0,ProvisionForDirectorsRetirementBenefitsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YDBW,7774,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,2.0,9541000.0,4770500,7461000.0,,,,,2080000.0,,,1
S100YDBW,7774,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,4.0,10470000.0,2617500,8670000.0,,,,,,1800000.0,ProvisionForDirectorsRetirementBenefitsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YDCE,4109,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,7.0,223000000.0,31857143,142000000.0,,59000000.0,,,,21000000.0,ShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
