doc_id,sec_code,period_end,category_key,category_en,category_custom,headcount,total_yen,avg_per_head_yen,fixed_yen,base_yen,performance_yen,bonus_yen,non_monetary_yen,retirement_yen,other_components_yen,other_components,components_reconcile
S100Y7NR,,2026-02-28,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,5.0,31041000.0,6208200,31041000.0,,,,,,,,1
S100Y7NR,,2026-02-28,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,,,,,,,,,,,,
S100Y7NR,,2026-02-28,OutsideDirectorsMember,Outside directors,0,5.0,14510000.0,2902000,14510000.0,,,,,,,,1
S100Y7NR,,2026-02-28,OutsideCorporateAuditorsMember,Outside statutory auditors,0,4.0,12435000.0,3108750,12435000.0,,,,,,,,1
S100Y7R7,8237,2026-02-28,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,5.0,149000000.0,29800000,118000000.0,,3000000.0,,,,28000000.0,ShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y7R7,8237,2026-02-28,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,1.0,18000000.0,18000000,18000000.0,,,,,,,,1
S100Y7R7,8237,2026-02-28,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,7.0,53000000.0,7571429,53000000.0,,,,,,,,1
S100Y7VX,3997,2025-12-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,5.0,98830000.0,19766000,94800000.0,,,,4030000.0,,,,1
S100Y7VX,3997,2025-12-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,,,,,,,,,,,,
S100Y7VX,3997,2025-12-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,8.0,25210000.0,3151250,25210000.0,,,,,,,,1
S100Y7XO,6058,2026-02-28,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,4.0,394000000.0,98500000,,252000000.0,142000000.0,,,,,,1
S100Y7XO,6058,2026-02-28,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,3000000.0,3000000,,3000000.0,,,,,,,1
S100Y7XO,6058,2026-02-28,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,1000000.0,1000000,,1000000.0,,,,,,,1
S100Y7XO,6058,2026-02-28,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,10.0,25000000.0,2500000,,25000000.0,,,,,,,1
S100Y7XS,3083,2026-02-28,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,5.0,26450000.0,5290000,21000000.0,,,,5450000.0,,,,1
S100Y7XS,3083,2026-02-28,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,6600000.0,6600000,6600000.0,,,,,,,,1
S100Y7XS,3083,2026-02-28,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,5.0,9600000.0,1920000,9600000.0,,,,,,,,1
S100Y86A,4777,2025-12-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,5.0,71415505000.0,14283101000,,,,,,,,,
S100Y86A,4777,2025-12-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,1800000000.0,1800000000,,,,,,,,,
S100Y86A,4777,2025-12-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,3.0,15810000000.0,5270000000,,,,,,,,,
S100Y87F,8624,2025-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,3.0,154000000.0,51333333,,135000000.0,14000000.0,,1000000.0,,2000000.0,OtherRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y87F,8624,2025-03-31,OutsideDirectorsMember,Outside directors,0,5.0,79000000.0,15800000,,76000000.0,2000000.0,,,,0.0,OtherRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y8EO,7611,2026-02-28,DirectorExcludingAuditSupervisoryCommitteeMember,,1,7.0,112000000.0,16000000,77000000.0,,35000000.0,,,,,,1
S100Y8EO,7611,2026-02-28,DirectorExcludingAuditSupervisoryCommitteeOutsideDirectorMember,,1,3.0,9000000.0,3000000,9000000.0,,,,,,,,1
S100Y8EO,7611,2026-02-28,DirectorAuditSupervisoryCommitteeMember,,1,4.0,13000000.0,3250000,13000000.0,,,,,,,,1
S100Y8EO,7611,2026-02-28,DirectorAuditSupervisoryCommitteeOutsideDirectorMember,,1,4.0,13000000.0,3250000,13000000.0,,,,,,,,1
S100Y8QM,3083,2025-02-28,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,5.0,54394000.0,10878800,39850000.0,,,,14544000.0,,,,1
S100Y8QM,3083,2025-02-28,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,6450000.0,6450000,6450000.0,,,,,,,,1
S100Y8QM,3083,2025-02-28,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,4.0,9600000.0,2400000,9600000.0,,,,,,,,1
S100Y848,9029,2026-03-31,DirectorsMember,,1,12.0,230519000.0,19209917,,76623000.0,111861000.0,,,,42035000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y848,9029,2026-03-31,OutsideDirectorsMember,Outside directors,0,7.0,26543000.0,3791857,,22140000.0,,,,,4403000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y848,9029,2026-03-31,ExecutiveOfficersMember,Executive officers,0,6.0,155139000.0,25856500,,54219000.0,81126000.0,,,,19794000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y8UO,7236,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,2.0,169000000.0,84500000,66000000.0,,102000000.0,,21000000.0,,,,0
S100Y8UO,7236,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,3.0,28000000.0,9333333,24000000.0,,4000000.0,,4000000.0,,,,0
S100Y8UO,7236,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,5.0,32000000.0,6400000,27000000.0,,4000000.0,,4000000.0,,,,1
S100Y90T,7741,2026-03-31,OutsideDirectorsMember,Outside directors,0,5.0,198000000.0,39600000,78000000.0,,,,,,100000000.0,RSURemunerationByCategoryOfDirectorsAndOtherOfficers|ShareOptionRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,0
S100Y90T,7741,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,2.0,10000000.0,5000000,10000000.0,,,,,,,,1
S100Y90T,7741,2026-03-31,ExecutiveOfficersMember,Executive officers,0,3.0,1083000000.0,361000000,246000000.0,,,343000000.0,,,413000000.0,PSURemunerationByCategoryOfDirectorsAndOtherOfficers|RSURemunerationByCategoryOfDirectorsAndOtherOfficers,0
S100Y91J,8705,2025-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,3.0,54690000.0,18230000,,47700000.0,,1630000.0,,,,,0
S100Y91J,8705,2025-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,,,,,,,,,,,,
S100Y91J,8705,2025-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,5.0,26000000.0,5200000,,24000000.0,,2000000.0,,,,,1
S100Y91K,8705,2024-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,3.0,43319000.0,14439667,,38850000.0,,1990000.0,,,,,0
S100Y91K,8705,2024-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,3300000.0,3300000,,3300000.0,,,,,,,1
S100Y91K,8705,2024-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,4.0,24500000.0,6125000,,22500000.0,,2000000.0,,,,,1
S100Y91L,8705,2023-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,4.0,40350000.0,10087500,,40350000.0,,,,,,,1
S100Y91L,8705,2023-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,13200000.0,13200000,,13200000.0,,,,,,,1
S100Y91L,8705,2023-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,3.0,15900000.0,5300000,,15900000.0,,,,,,,1
S100Y91M,8705,2022-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,8.0,37246000.0,4655750,,37246000.0,,,,,,,1
S100Y91M,8705,2022-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,2.0,11721000.0,5860500,,11721000.0,,,,,,,1
S100Y91M,8705,2022-03-31,OutsideDirectorsMember,Outside directors,0,3.0,9000000.0,3000000,,9000000.0,,,,,,,1
S100Y935,8061,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,4.0,388000000.0,97000000,126000000.0,,,,39000000.0,,,,0
S100Y935,8061,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,21000000.0,21000000,21000000.0,,,,,,,,1
S100Y935,8061,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,7.0,62000000.0,8857143,62000000.0,,,,,,,,1
S100Y964,6548,2025-06-30,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,4.0,19950000.0,4987500,19950000.0,,,,,,,,1
S100Y964,6548,2025-06-30,OutsideDirectorsMember,Outside directors,0,2.0,2550000.0,1275000,2550000.0,,,,,,,,1
S100Y964,6548,2025-06-30,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,,,,,,,,,,,,
S100Y964,6548,2025-06-30,OutsideCorporateAuditorsMember,Outside statutory auditors,0,5.0,10500000.0,2100000,10500000.0,,,,,,,,1
S100Y90D,9127,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,3.0,61200000.0,20400000,61200000.0,,,,,,,,1
S100Y90D,9127,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,,,,,,,,,,,,
S100Y90D,9127,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,7.0,35850000.0,5121429,35850000.0,,,,,,,,1
S100Y951,3092,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,3.0,61000000.0,20333333,144000000.0,,,58000000.0,,,-141000000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y951,3092,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,,,,,,,,,,,,
S100Y951,3092,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,,,,,,,,,,,,
S100Y951,3092,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,6.0,54000000.0,9000000,54000000.0,,,,,,,,1
S100Y8VR,8230,2025-03-31,DirectorsMember,,1,5.0,118000000.0,23600000,76000000.0,,23000000.0,,8000000.0,,8000000.0,EvaluationVariableRemunerationBasicRemunerationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y8VR,8230,2025-03-31,OutsideDirectorsMember,Outside directors,0,2.0,11000000.0,5500000,11000000.0,,,,,,,,1
S100Y8VR,8230,2025-03-31,CorporateAuditorsMember,,1,4.0,25000000.0,6250000,25000000.0,,,,,,,,1
S100Y8VR,8230,2025-03-31,OutsideCorporateAuditorsMember,Outside statutory auditors,0,3.0,14000000.0,4666667,14000000.0,,,,,,,,1
S100Y9AH,3116,2026-03-31,DIRECTORMember,,1,,413000000.0,,,256000000.0,,121000000.0,,,34000000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y9AH,3116,2026-03-31,OutsideDirectorsMember,Outside directors,0,,50000000.0,,,50000000.0,,,,,,,1
S100Y9AH,3116,2026-03-31,AUDITANDSUPERVISORYBOARDMENBERMember,,1,,107000000.0,,,107000000.0,,,,,,,1
S100Y9AH,3116,2026-03-31,OutsideCorporateAuditorsMember,Outside statutory auditors,0,,31000000.0,,,31000000.0,,,,,,,1
S100Y9EI,2768,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,8.0,681000000.0,85125000,,,,,,,679000000.0,MonetaryBaseRemunerationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|MonetaryPerformanceBasedRemunerationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|SharePerformanceBasedRemunerationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y9EI,2768,2026-03-31,OutsideDirectorsMember,Outside directors,0,,,,,,,,,,,,
S100Y9EI,2768,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersMember,,1,5.0,100000000.0,20000000,,,,,,,100000000.0,MonetaryBaseRemunerationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y9HQ,8190,2026-03-20,DirectorsExcludingAuditCommitteeMembersMember,,1,4.0,87000000.0,21750000,,87000000.0,,,,,,,1
S100Y9HQ,8190,2026-03-20,DirectorExcludingAuditSupervisoryCommitteeOutsideDirectorMember,,1,1.0,5000000.0,5000000,,5000000.0,,,,,,,1
S100Y9HQ,8190,2026-03-20,DirectorsAuditingCommitteeExcludingOutsideCorporateAuditorsMember,,1,3.0,16000000.0,5333333,,16000000.0,,,,,,,1
S100Y9HQ,8190,2026-03-20,DirectorAuditSupervisoryCommitteeOutsideDirectorMember,,1,2.0,10000000.0,5000000,,10000000.0,,,,,,,1
S100Y9HQ,8190,2026-03-20,CorporateAuditorsMember,,1,3.0,5000000.0,1666667,,5000000.0,,,,,,,1
S100Y9HQ,8190,2026-03-20,CorporateAuditorsAmongThemOutsideCorporateAuditorsMember,,1,2.0,2000000.0,1000000,,2000000.0,,,,,,,1
S100Y9M2,6995,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,3.0,184000000.0,61333333,,,,50000000.0,,,133000000.0,MonthlyRemunerationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y9M2,6995,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,2.0,46000000.0,23000000,,,,,,,46000000.0,MonthlyRemunerationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y9M2,6995,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,6.0,38000000.0,6333333,,,,,,,38000000.0,MonthlyRemunerationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y9PU,5990,2026-03-15,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,2.0,64968000.0,32484000,50770000.0,,,,,,14198000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y9PU,5990,2026-03-15,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,,,,,,,,,,,,
S100Y9PU,5990,2026-03-15,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,4.0,15400000.0,3850000,15400000.0,,,,,,,,1
S100Y9T5,9436,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,4.0,138000000.0,34500000,91000000.0,,32000000.0,,14000000.0,,,,1
S100Y9T5,9436,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,19000000.0,19000000,19000000.0,,,,,,,,1
S100Y9T5,9436,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,8.0,42000000.0,5250000,42000000.0,,,,,,,,1
S100Y8C3,8359,2025-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,5.0,250000000.0,50000000,,,90000000.0,,31000000.0,,160000000.0,BaseCompensationFixedAmountCompensationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|StockOptionRemunerationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,0
S100Y8C3,8359,2025-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,2.0,58000000.0,29000000,,,,,,,58000000.0,BaseCompensationFixedAmountCompensationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y8C3,8359,2025-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,7.0,40000000.0,5714286,,,,,,,40000000.0,BaseCompensationFixedAmountCompensationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y8NY,7203,2026-03-31,MembersOfTheBoardOfDirectorsExclDirectorsWhoAreAuditAndSupervisoryCommitteeMembersMember,,1,12.0,4131000000.0,344250000,932000000.0,,,1206000000.0,,,1993000000.0,ShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y8NY,7203,2026-03-31,OfWhichOutsideMembersOfTheBoardOfDirectorsMember,,1,6.0,101000000.0,16833333,101000000.0,,,,,,,,1
S100Y8NY,7203,2026-03-31,MembersOfTheBoardOfDirectorsWhoAreAuditAndSupervisoryCommitteeMembersMember,,1,4.0,194000000.0,48500000,194000000.0,,,,,,,,1
S100Y8NY,7203,2026-03-31,OfWhichOutsideMembersOfTheBoardOfDirectors1Member,,1,3.0,104000000.0,34666667,104000000.0,,,,,,,,1
S100Y8NY,7203,2026-03-31,CorporateAuditorsMember,,1,6.0,80000000.0,13333333,80000000.0,,,,,,,,1
S100Y8NY,7203,2026-03-31,OutsideCorporateAuditorsMember,Outside statutory auditors,0,3.0,28000000.0,9333333,28000000.0,,,,,,,,1
S100Y9P7,9143,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,6.0,645000000.0,107500000,,556000000.0,48000000.0,,,,41000000.0,PerformanceLinkedRemunerationNonMonetaryRewardRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y9P7,9143,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,23000000.0,23000000,,23000000.0,,,,,,,1
S100Y9P7,9143,2026-03-31,OutsideDirectorsMember,Outside directors,0,3.0,42000000.0,14000000,,42000000.0,,,,,,,1
S100Y9P7,9143,2026-03-31,OutsideCorporateAuditorsMember,Outside statutory auditors,0,4.0,46000000.0,11500000,,46000000.0,,,,,,,1
S100Y9PN,4220,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,4.0,203975000.0,50993750,,120471000.0,,,,,,,0
S100Y9PN,4220,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,17733000.0,17733000,,16800000.0,,,,,,,1
S100Y9PN,4220,2026-03-31,OutsideDirectorsMember,Outside directors,0,4.0,37911000.0,9477750,,36000000.0,,,,,,,0
S100Y9UW,2664,2026-03-15,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,2.0,145000000.0,72500000,,145000000.0,,,,,,,1
S100Y9UW,2664,2026-03-15,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,14000000.0,14000000,,14000000.0,,,,,,,1
S100Y9UW,2664,2026-03-15,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,5.0,45000000.0,9000000,,45000000.0,,,,,,,1
S100Y9ZI,3437,2025-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,6.0,41645000.0,6940833,41645000.0,,,,,,,,1
S100Y9ZI,3437,2025-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,4860000.0,4860000,4860000.0,,,,,,,,1
S100Y9ZI,3437,2025-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,2.0,11580000.0,5790000,11580000.0,,,,,,,,1
S100Y9ZO,3437,2024-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,7.0,38797000.0,5542429,38797000.0,,,,,,,,1
S100Y9ZO,3437,2024-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,4620000.0,4620000,4620000.0,,,,,,,,1
S100Y9ZO,3437,2024-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,3.0,14070000.0,4690000,14070000.0,,,,,,,,1
S100Y9ZQ,3437,2023-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,7.0,42405000.0,6057857,42405000.0,,,,,,,,1
S100Y9ZQ,3437,2023-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,4380000.0,4380000,4380000.0,,,,,,,,1
S100Y9ZQ,3437,2023-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,2.0,20190000.0,10095000,20190000.0,,,,,,,,1
S100Y9ZT,3437,2022-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,7.0,48746000.0,6963714,48746000.0,,,,,,,,1
S100Y9ZT,3437,2022-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,3500000.0,3500000,3500000.0,,,,,,,,1
S100Y9ZT,3437,2022-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,1350000.0,1350000,1350000.0,,,,,,,,1
S100Y9ZT,3437,2022-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,2.0,19380000.0,9690000,19380000.0,,,,,,,,1
S100Y9ZV,3437,2021-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,6.0,42381000.0,7063500,42381000.0,,,,,,,,1
S100Y9ZV,3437,2021-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,5400000.0,5400000,5400000.0,,,,,,,,1
S100Y9ZV,3437,2021-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,2.0,17640000.0,8820000,17640000.0,,,,,,,,1
S100YA1Z,7608,2026-02-28,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,4.0,151760000.0,37940000,,102300000.0,,27000000.0,,,22460000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100YA1Z,7608,2026-02-28,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,1.0,6700000.0,6700000,,6000000.0,,700000.0,,,,,1
S100YA1Z,7608,2026-02-28,OutsideDirectorsMember,Outside directors,0,3.0,6000000.0,2000000,,6000000.0,,,,,,,1
S100YABD,4687,2025-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,8.0,357409000.0,44676125,199800000.0,,157609000.0,,,,6609000.0,TheItemsOnTheLeftIncludeNonMonetaryRemunerationBelowRemunerationByCategoryOfDirectorsAndOtherOfficers,0
S100YABD,4687,2025-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,1.0,13200000.0,13200000,13200000.0,,,,,,,,1
S100YABD,4687,2025-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,7.0,30000000.0,4285714,30000000.0,,,,,,,,1
S100Y9N3,7283,2026-03-31,DirectorsExcludingOutsideDirectorsMember,Directors (excl. outside),0,7.0,220000000.0,31428571,142000000.0,,56000000.0,,,,21000000.0,RestrictedShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y9N3,7283,2026-03-31,CorporateAuditorsExcludingOutsideCorporateAuditorsMember,Statutory auditors (excl. outside),0,3.0,46000000.0,15333333,46000000.0,,,,,,,,1
S100Y9N3,7283,2026-03-31,OutsideDirectorsAndOtherOfficersMember,Outside directors and officers,0,9.0,48000000.0,5333333,41000000.0,,7000000.0,,,,,,1
S100Y9T1,6902,2026-03-31,DirectorsMember,,1,8.0,964000000.0,120500000,,384000000.0,,213000000.0,,,367000000.0,ShareAwardsRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y9T1,6902,2026-03-31,OutsideDirectorsMember,Outside directors,0,3.0,63000000.0,21000000,,63000000.0,,,,,,,1
S100Y9T1,6902,2026-03-31,CorporateAuditorsMember,,1,5.0,143000000.0,28600000,,143000000.0,,,,,,,1
S100Y9T1,6902,2026-03-31,OutsideCorporateAuditorsMember,Outside statutory auditors,0,2.0,37000000.0,18500000,,37000000.0,,,,,,,1
S100Y9UP,8795,2026-03-31,DirectorsExcludingAuditAndSupervisoryCommitteeMembersAndOutsideDirectorsMember,Directors excl. audit cttee (excl. outside),0,7.0,276000000.0,39428571,,,,,,,275000000.0,MonthlyCompensationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|ProvisionForBonusesRemunerationEtcByCategoryOfDirectorsAndOtherOfficers|TrustTypeStockCompensationBIPtrustExecutiveCompensationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y9UP,8795,2026-03-31,DirectorsAppointedAsAuditAndSupervisoryCommitteeMembersExcludingOutsideDirectorsMember,Audit-cttee directors (excl. outside),0,2.0,81000000.0,40500000,,,,,,,81000000.0,MonthlyCompensationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y9UP,8795,2026-03-31,OutsideDirectorsWhoAreNotAuditAndSupervisoryCommitteeMembersMember,,1,3.0,35000000.0,11666667,,,,,,,35000000.0,MonthlyCompensationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
S100Y9UP,8795,2026-03-31,OutsideDirectorWhoIsAnAuditAndSupervisoryCommitteeMembersMember,,1,3.0,38000000.0,12666667,,,,,,,38000000.0,MonthlyCompensationRemunerationEtcByCategoryOfDirectorsAndOtherOfficers,1
