doc_id,edinet_code,sec_code,listed,industry,company_ja,company_en,period_end,filing_date,representative,board_size,male_officers,female_officers,female_ratio_filed,female_ratio_calc,officers_tagged,officers_untagged,avg_age,avg_tenure,avg_salary_yen,female_managers_ratio,gender_pay_gap_all,male_childcare_leave,pay_total_yen,named_pay_count,status,detail
S100YHG9,E02169,,unlisted,輸送用機器,トーハツ株式会社,TOHATSU CORPORATION,2026-03-31,2026-06-26,代表取締役社長 日 向 勇 美,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YHI9,E26839,6070,listed,サービス業,キャリアリンク株式会社,"CAREERLINK CO., LTD.",2026-03-31,2026-06-26,代表取締役社長 社長執行役員 成澤 素明,9,7.0,2.0,0.222,0.2222,9.0,0.0,38.3,4.4,5297000.0,0.141,0.831,,176137000.0,0,clean,
S100YHIB,E04122,,unlisted,陸運業,株式会社伊予鉄グループ,"IYOTETSU Group Co., Ltd.",2026-03-31,2026-06-26,代表取締役社長 清 水 一 郎,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YHNC,E01488,6138,listed,機械,ダイジェット工業株式会社,"DIJET INDUSTRIAL CO., LTD.",2026-03-31,2026-06-26,代表取締役社長 生悦住 歩,7,6.0,1.0,0.143,0.1429,7.0,0.0,42.6,21.3,5513000.0,0.035,0.654,,113523000.0,0,clean,
S100YI1Y,E01644,7255,listed,輸送用機器,株式会社桜井製作所,SAKURAI LTD.,2026-03-31,2026-06-26,代表取締役社長 櫻井 成二,7,6.0,1.0,0.143,0.1429,7.0,0.0,42.6,18.4,5435000.0,,,,97110000.0,0,clean,
S100YI2P,E01308,5707,listed,非鉄金属,東邦亜鉛株式会社,"Toho Zinc Co.,Ltd.",2026-03-31,2026-06-26,代表取締役社長 佐藤 義和,9,8.0,1.0,0.111,0.1111,9.0,0.0,47.5,21.9,6195000.0,0.08,0.715,,90000000.0,0,clean,
S100YI6P,E35560,7317,listed,機械,株式会社松屋アールアンドディ,"Matsuya R&D Co.,Ltd.",2026-03-31,2026-06-26,代表取締役社長CEO 後藤 秀隆,6,6.0,,,,,,45.6,9.4,5482000.0,,,,137162000.0,0,clean,
S100YIC1,E04550,9723,listed,サービス業,株式会社京都ホテル,"THE KYOTO HOTEL, LTD.",2026-03-31,2026-06-26,代表取締役社長 清水 博,14,12.0,2.0,0.143,0.1429,14.0,0.0,39.9,13.6,4852434.0,0.147,0.702,,91299000.0,0,clean,
S100YIE8,E02056,6787,listed,電気機器,株式会社メイコー,"Meiko Electronics Co., Ltd.",2026-03-31,2026-06-26,代表取締役社長執行役員 名 屋 佑一郎,12,10.0,2.0,0.167,0.1667,12.0,0.0,45.58,15.37,7131677.0,0.008,0.638,,253000000.0,0,clean,
S100YIFX,E00753,,unlisted,化学,チッソ株式会社,CHISSO CORPORATION,2026-03-31,2026-06-26,代表取締役社長 山 田 敬 三,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YII3,E04129,,unlisted,陸運業,遠州鉄道株式会社,"Enshu Railway Co.,Ltd.",2026-03-31,2026-06-26,取締役社長 丸 山 晃 司,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YIKS,E34507,4425,listed,情報・通信業,Kudan株式会社,Kudan Inc.,2026-03-31,2026-06-26,代表取締役CEO 項 大雨,7,6.0,1.0,0.14,0.1429,7.0,0.0,37.6,2.2,9347000.0,,,,62025000.0,0,clean,
S100YIME,E01277,6439,listed,機械,中日本鋳工株式会社,"NAKANIPPON CASTING CO., LTD.",2026-03-31,2026-06-26,代表取締役社長 鳥 居 良 彦,6,6.0,0.0,0.0,0.0,6.0,0.0,43.3,9.0,5370000.0,0.182,0.549,,59000.0,0,clean,
S100YITA,E38031,,unlisted,陸運業,ロジスティード株式会社,"LOGISTEED, Ltd.",2026-03-31,2026-06-26,代表取締役 会長兼社長執行役員(CEO) 中谷 康夫,5,5.0,0.0,0.0,0.0,5.0,0.0,42.7,19.3,8816000.0,0.079,0.759,,,0,clean,
S100YJ3Q,E04952,9739,listed,情報・通信業,NSW株式会社,NSW Inc.,2026-03-31,2026-06-26,代表取締役執行役員社長 竹 村 大 助,9,6.0,3.0,0.333,0.3333,9.0,0.0,41.3,14.0,6487000.0,0.0477,0.8236,,196000000.0,0,clean,
S100YJ45,E04370,,unlisted,倉庫・運輸関連,東日本高速道路株式会社,East Nippon Expressway Company Limited,2026-03-31,2026-06-26,代表取締役社長 吉 岡 幹 夫,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YJ7Y,E24453,3641,listed,情報・通信業,株式会社パピレス,"PAPYLESS CO.,LTD.",2026-03-31,2026-06-26,代表取締役社長 松 井 康 子,10,9.0,1.0,0.1,0.1,10.0,0.0,34.5,6.3,5179000.0,0.231,0.896,,164000000.0,0,clean,
S100YJBP,E02027,6824,listed,電気機器,新コスモス電機株式会社,"NEW COSMOS ELECTRIC CO.,LTD.",2026-03-31,2026-06-26,代表取締役社長 髙橋 良典,19,18.0,1.0,0.053,0.0526,19.0,0.0,41.8,15.4,7487000.0,0.048,0.634,,298675000.0,0,clean,
S100YJCQ,E02787,8225,listed,卸売業,株式会社 タカチホ,"Takachiho Co.,Ltd.",2026-03-31,2026-06-26,代表取締役社長 久保田 一臣,8,7.0,1.0,0.125,0.125,8.0,0.0,45.8,14.9,5026612.0,0.032,0.59,,89886000.0,0,clean,
S100YJFB,E04687,,unlisted,サービス業,株式会社東松山カントリークラブ,"HIGASHI MATSUYAMA COUNTRY CLUB CO.,LTD.",2026-03-31,2026-06-26,代表取締役社長 山 田 幸 良,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YJIB,E38167,7114,listed,情報・通信業,株式会社フーディソン,"Foodison, Inc.",2026-03-31,2026-06-26,代表取締役CEO 山本 徹,8,7.0,1.0,0.125,0.125,8.0,0.0,37.7,4.7,5033000.0,0.143,,,42316000.0,0,clean,
S100YJKU,E04710,4680,listed,サービス業,株式会社ラウンドワン,ROUND ONE Corporation,2026-03-31,2026-06-26,代表取締役社長 杉野 公彦,10,7.0,3.0,0.3,0.3,10.0,0.0,36.0,10.0,7636000.0,0.125,0.728,,177000000.0,0,clean,
S100YJO9,E01202,5280,listed,不動産業,ヨシコン株式会社,"Yoshicon Co.,Ltd.",2026-03-31,2026-06-26,代表取締役社長 吉田尚洋,10,10.0,0.0,0.0,0.0,10.0,0.0,34.9,9.1,6636000.0,0.0,,,637208000.0,2,clean,
S100YJPU,E03076,8135,listed,卸売業,ゼット株式会社,ZETT CORPORATION,2026-03-31,2026-06-26,代表取締役社長 渡辺 裕之,11,11.0,,,,,,42.9,14.9,6192000.0,0.115,0.815,,211000000.0,0,clean,
S100YJTH,E34487,7046,listed,サービス業,TDSE株式会社,TDSE Inc.,2026-03-31,2026-06-26,代表取締役社長 東垣 直樹,7,6.0,1.0,0.14,0.1429,7.0,0.0,36.4,4.5,6771000.0,0.032,0.853,,89552000.0,0,clean,
S100YJXK,E04298,,unlisted,証券、商品先物取引業,アジア開発キャピタル株式会社,Asia Development Capital Co. Ltd.,2026-03-31,2026-06-26,代表取締役社長 于 飛,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YJXS,E36860,6522,listed,電気機器,株式会社アスタリスク,Asterisk Inc.,2025-08-31,2025-11-28,代表取締役執行役員社長 鈴木 規之,8,8.0,,,,,,43.4,6.0,5679000.0,,,,27507000.0,0,clean,
S100YJYN,E01216,5287,listed,ガラス・土石製品,株式会社イトーヨーギョー,"ITO YOGYO CO., LTD.",2026-03-31,2026-06-26,代表取締役社長 畑 中 雄 介,11,11.0,,,,,,42.9,12.5,5395000.0,,,,95137000.0,0,clean,
S100YJZ2,E31104,3199,listed,小売業,綿半ホールディングス株式会社,"Watahan &amp; Co.,Ltd.",2026-03-31,2026-06-26,代表取締役社長 野原 勇,9,6.0,3.0,0.333,0.3333,9.0,0.0,50.3,19.23,8311000.0,,,,376000000.0,2,clean,
S100YK0J,E26332,3661,listed,サービス業,株式会社エムアップホールディングス,"m-up holdings, Inc.",2026-03-31,2026-06-26,代表取締役 美藤 宏一郎,6,5.0,1.0,0.17,0.1667,6.0,0.0,,,,,,,299000000.0,0,clean,
S100YK1Y,E31220,1384,listed,食料品,株式会社ホクリヨウ,"Hokuryo Co., Ltd.",2026-03-31,2026-06-26,代表取締役社長 勝部 慎一,9,8.0,1.0,0.111,0.1111,9.0,0.0,45.7,11.5,5006000.0,0.064,0.614,,180000000.0,0,clean,
S100YK28,E02552,8012,listed,卸売業,長瀬産業株式会社,"NAGASE &amp; CO., LTD.",2026-03-31,2026-06-16,代表取締役社長 上 島 宏 之,13,12.0,1.0,0.077,0.0769,13.0,0.0,41.2,14.7,11901000.0,0.076,0.579,,581000000.0,1,clean,
S100YK44,E00682,3953,listed,パルプ・紙,大村紙業株式会社,"OHMURA SHIGYO CO.,LTD.",2026-03-31,2026-06-26,代表取締役社長 牧山 光人,9,8.0,1.0,0.111,0.1111,9.0,0.0,47.5,14.9,5043936.0,,,,68536000.0,0,clean,
S100YK7L,E34587,4437,listed,情報・通信業,gooddaysホールディングス株式会社,"gooddays holdings, Inc.",2026-03-31,2026-06-26,代表取締役社長 小倉 博,8,7.0,1.0,0.125,0.125,8.0,0.0,42.06,9.56,5119000.0,0.5,,,144810000.0,0,clean,
S100YKB8,E04752,,unlisted,サービス業,小野観光開発株式会社,"Ono Kankokaihatsu Co.,Ltd",2026-03-31,2026-06-26,代表取締役 乾 康之,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YKBK,E03802,,unlisted,証券、商品先物取引業,みらい證券株式会社,"Mirai Securities Co.,Ltd.",2026-03-31,2026-06-26,代表取締役社長 上島 健史,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YKBV,E02625,,unlisted,卸売業,東京貿易ホールディングス株式会社,TOKYO BOEKI HOLDINGS CORPORATION,2026-03-31,2026-06-26,代表取締役社長執行役員 坪内 秀介,0,,,,,,,43.8,6.6,9922000.0,,,,,0,no_tagged_board,officers table is TextBlock only
S100YKCN,E02597,,unlisted,卸売業,東京青果株式会社,"TOKYO SEIKA CO.,LTD.",2026-03-31,2026-06-26,代表取締役社長COO 川田 光太,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YKFC,E32793,3477,listed,不動産業,フォーライフ株式会社,"FORLIFE Co., Ltd.",2026-03-31,2026-06-26,代表取締役社長 奥本 健二,9,7.0,2.0,0.222,0.2222,9.0,0.0,38.9,4.9,8576000.0,0.039,0.646,,119200000.0,0,clean,
S100YKGC,E01097,,unlisted,ゴム製品,住友理工株式会社,Sumitomo Riko Company Limited,2026-03-31,2026-06-26,執行役員社長 清水 和志,8,7.0,1.0,0.13,0.125,8.0,0.0,40.6,14.9,7555000.0,0.022,0.663,,,0,clean,
S100YKGF,E04554,,unlisted,サービス業,朝日観光株式会社,"ASAHIKANKO CO., LTD.",2026-03-31,2026-06-26,取締役社長 手塚 勇貴,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YKJC,E00590,3591,listed,繊維製品,株式会社ワコールホールディングス,WACOAL HOLDINGS CORP.,2026-03-31,2026-06-26,代表取締役 社長執行役員 矢島 昌明,13,10.0,3.0,0.231,0.2308,13.0,0.0,45.7,18.0,6204157.0,0.32,0.594,,301000000.0,0,clean,
S100YKJL,E02171,6042,listed,輸送用機器,株式会社ニッキ,"NIKKI CO.,LTD.",2026-03-31,2026-06-26,取締役社長 和田 孝,12,10.0,2.0,0.17,0.1667,12.0,0.0,44.9,18.1,5529324.0,0.0294,,,124201000.0,0,clean,
S100YKK8,E01521,6218,listed,機械,エンシュウ株式会社,ENSHU Limited,2026-03-31,2026-06-26,代表取締役社長 社長執行役員 鈴 木 敦 士,7,6.0,1.0,0.14,0.1429,7.0,0.0,44.06,19.69,5332000.0,0.013,0.69,,77000000.0,0,clean,
S100YKKE,E41485,548A,listed,情報・通信業,株式会社システムエグゼ,"SystemEXE, Inc.",2026-03-31,2026-06-26,代表取締役 社長執行役員 大場 康次,10,10.0,,,,,,36.9,7.7,5085990.0,0.105,0.712,,168000000.0,0,clean,
S100YKKP,E02791,7413,listed,卸売業,株式会社創健社,"Sokensha Co.,Ltd.",2026-03-31,2026-06-26,代表取締役社長 中 村 靖,7,6.0,1.0,0.143,0.1429,7.0,0.0,42.8,16.0,6175051.0,,,,71900000.0,0,clean,
S100YKLJ,E01764,6637,listed,電気機器,寺崎電気産業株式会社,"TERASAKI ELECTRIC CO.,LTD.",2026-03-31,2026-06-26,代表取締役 社長執行役員 寺崎 泰造,9,9.0,,,,,,39.6,16.7,5918522.0,0.086,0.788,,212110000.0,0,clean,
S100YKLX,E00697,,unlisted,その他製品,株式会社西日本新聞社,"THE NISHINIPPON SHIMBUN CO.,LTD.",2026-03-31,2026-06-26,代表取締役社長 田川 大介,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YKN0,E04526,,unlisted,電気・ガス業,宮崎瓦斯株式会社,"MIYAZAKI GAS CO.,LTD.",2026-03-31,2026-06-26,代表取締役社長 須﨑 孝一,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YKNS,E00755,4008,listed,化学,住友精化株式会社,"Sumitomo Seika Chemicals Company, Limited.",2026-03-31,2026-06-26,代表取締役社長 織田 佳明,9,6.0,3.0,0.33,0.3333,9.0,0.0,38.5,15.64,6848798.0,0.0667,0.7452,,209000000.0,0,clean,
S100YKOJ,E01402,5985,listed,金属製品,サンコール株式会社,SUNCALL CORPORATION,2026-03-31,2026-06-26,代表取締役 社長執行役員 奈良 正,9,6.0,3.0,0.333,0.3333,9.0,0.0,42.5,18.3,6447456.0,0.033,0.766,,168000000.0,0,clean,
S100YKOR,E36406,7343,listed,その他金融業,ブロードマインド株式会社,"Broad-Minded Co.,Ltd.",2026-03-31,2026-06-26,代表取締役社長 伊藤 清,9,9.0,,,,,,35.7,6.9,6241116.0,0.058,0.547,,156900000.0,0,clean,
S100YKQ9,E36367,7374,listed,サービス業,株式会社コンフィデンス・インターワークス,Interworks Confidence Inc.,2026-03-31,2026-06-26,代表取締役社長 澤岻 宣之,11,10.0,1.0,0.091,0.0909,11.0,0.0,35.2,3.8,3851000.0,0.279,0.91,,205001000.0,0,clean,
S100YKSP,E02325,7771,listed,精密機器,日本精密株式会社,"Nihon Seimitsu Co., Ltd.",2026-03-31,2026-06-26,代表取締役社長 井 藤 秀 雄,10,10.0,0.0,0.0,0.0,10.0,0.0,49.0,12.0,6270000.0,,,,118040000.0,0,clean,
S100YKT7,E34975,7067,listed,サービス業,ブランディングテクノロジー株式会社,Branding Technology Inc.,2026-03-31,2026-06-26,代表取締役社長 木村 裕紀,8,8.0,,,,,,36.4,6.8,5087000.0,0.231,,,52791000.0,0,clean,
S100YKTA,E01950,6857,listed,電気機器,株式会社アドバンテスト,ADVANTEST CORPORATION,2026-03-31,2026-06-26,代表取締役兼経営執行役員社長 Group COO 津久井 幸一,9,7.0,2.0,0.22,0.2222,9.0,0.0,45.68,20.16,10977033.0,0.045,0.722,,1714000000.0,2,clean,
S100YKTN,E38965,5592,listed,情報・通信業,株式会社 くすりの窓口,"Kusurinomadoguchi, Inc.",2026-03-31,2026-06-26,代表取締役社長 堤 幸治,7,6.0,1.0,0.143,0.1429,7.0,0.0,34.0,3.5,4688000.0,0.06,0.699,,103292000.0,0,clean,
S100YKUS,E04355,,unlisted,倉庫・運輸関連,株式会社農協観光,NOKYO TOURIST CORPORATION,2026-03-31,2026-06-26,代表取締役社長 清水 清男,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YKV3,E00567,3529,listed,繊維製品,アツギ株式会社,"ATSUGI CO., LTD.",2026-03-31,2026-06-26,代表取締役社長 日光 信二,9,7.0,2.0,0.22,0.2222,9.0,0.0,44.8,13.8,5741095.0,0.217,0.53,,93000000.0,0,clean,
S100YKW2,E00079,1892,listed,建設業,徳倉建設株式会社,TOKURA CORPORATION,2026-03-31,2026-06-26,代表取締役社長 徳倉 克己,15,14.0,1.0,0.067,0.0667,15.0,0.0,46.4,17.6,8315000.0,0.044,0.771,,213000000.0,0,clean,
S100YKW4,E00912,7953,listed,その他製品,菊水化学工業株式会社,"KIKUSUI CHEMICAL INDUSTRIES CO.,LTD.",2026-03-31,2026-06-26,代表取締役社長 遠山 眞樹,11,9.0,2.0,0.182,0.1818,11.0,0.0,42.8,14.4,5298000.0,0.03,0.691,,155274000.0,0,clean,
S100YKX5,E01956,9766,listed,情報・通信業,コナミグループ株式会社,KONAMI GROUP CORPORATION,2026-03-31,2026-06-26,代表取締役社長 グループCEO 東尾 公彦,9,7.0,2.0,0.222,0.2222,9.0,0.0,35.5,10.8,8502600.0,0.136,0.768,,886000000.0,3,clean,
S100YKXF,E26705,,unlisted,陸運業,ディー・ティー・ホールディングス株式会社,"DT Holdings, Inc.",2026-03-31,2026-06-26,代表取締役社長 米田 総一郎,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YKY3,E38148,9336,listed,サービス業,大栄環境株式会社,"Daiei Kankyo Co., Ltd.",2026-03-31,2026-06-26,代表取締役社長 下田 守彦,7,5.0,2.0,0.286,0.2857,7.0,0.0,42.4,9.0,6009000.0,0.045,0.738,,158000000.0,0,clean,
S100YL03,E33658,,unlisted,その他金融業,マネックスファイナンス株式会社,Monex Finance Corporation,2026-03-31,2026-06-26,代表取締役 早川 佳希,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YL08,E00253,,unlisted,建設業,株式会社 藤木工務店,"Fujiki Komuten Co.,Ltd.",2026-03-31,2026-06-26,代表取締役社長 藤 木 玄 三,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YL16,E01078,,unlisted,小売業,株式会社りゅうせき,Ryuseki Corporation,2026-03-31,2026-06-26,代表取締役社長 根路銘 剛宏,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YL2M,E01333,5802,listed,非鉄金属,住友電気工業株式会社,"Sumitomo Electric Industries, Ltd.",2026-03-31,2026-06-26,社長 井上 治,19,16.0,3.0,0.158,0.1579,19.0,0.0,43.2,18.0,8960000.0,0.044,0.751,,1569550000.0,5,clean,
S100YL3M,E04168,,unlisted,陸運業,日ノ丸自動車株式会社,"HINOMARU BUS CO.,LTD.",2026-03-31,2026-06-26,代表取締役社長 中島 文明,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YL46,E35489,7084,listed,サービス業,株式会社Smile Holdings,Smile Holdings Inc.,2026-03-31,2026-06-26,代表取締役社長 中西 正文,6,3.0,3.0,0.5,0.5,6.0,0.0,50.5,1.5,,,,,135000000.0,0,clean,
S100YL4M,E01221,7746,listed,精密機器,岡本硝子株式会社,"OKAMOTO GLASS CO., LTD.",2026-03-31,2026-06-26,代表取締役会長 岡本 毅,9,9.0,0.0,0.0,0.0,9.0,0.0,48.6,19.0,5789000.0,0.096,0.817,,85350000.0,0,clean,
S100YL5S,E03406,2764,listed,小売業,株式会社ひらまつ,Hiramatsu Inc.,2026-03-31,2026-06-26,代表取締役社長CEO 三須 和泰,8,6.0,2.0,0.25,0.25,8.0,0.0,34.5,7.2,5472000.0,0.347,0.902,,96769000.0,0,clean,
S100YL5Y,E04091,9009,listed,陸運業,京成電鉄株式会社,"Keisei Electric Railway Co.,Ltd.",2026-03-31,2026-06-26,代表取締役社長 天 野 貴 夫,19,15.0,4.0,0.211,0.2105,19.0,0.0,40.9,17.4,7987187.0,0.04,0.739,,490000000.0,0,clean,
S100YL5Z,E01761,6333,listed,機械,株式会社TEIKOKU(旧会社名 株式会社帝国電機製作所),"TEIKOKU CORPORATION(旧英訳名 TEIKOKU ELECTRIC MFG.CO.,LTD.)(注)2025年6月26日開催の第121回定時株主総会の決議により、2026年4月1日から会社名を上記のとおり変更いたしました。",2026-03-31,2026-06-26,代表取締役社長執行役員 村田 潔,8,7.0,1.0,0.125,0.125,8.0,0.0,40.7,17.2,7436185.0,0.053,0.78,,156343000.0,0,clean,
S100YL67,E04372,,unlisted,倉庫・運輸関連,阪神高速道路株式会社,Hanshin Expressway Company Limited,2026-03-31,2026-06-26,代表取締役社長 上松 英司,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YL6P,E02819,,unlisted,卸売業,興和株式会社,"Kowa Company, Ltd.",2026-03-31,2026-06-26,代表取締役会長兼社長 三輪 芳弘,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YL7Q,E03226,9989,listed,小売業,株式会社サンドラッグ,"SUNDRUG CO.,LTD.",2026-03-31,2026-06-26,代表取締役社長 CEO 貞方 宏司,10,6.0,4.0,0.4,0.4,10.0,0.0,34.0,8.0,5895373.0,0.217,0.428,,326000000.0,1,clean,
S100YL7T,E00034,8835,listed,卸売業,太平洋興発株式会社,TAIHEIYO KOUHATSU INCORPORATED,2026-03-31,2026-06-26,代表取締役社長 板垣 好紀,9,8.0,1.0,0.111,0.1111,9.0,0.0,60.6,9.5,3964000.0,0.194,0.846,,110000000.0,0,clean,
S100YL8G,E01095,5194,listed,ゴム製品,相模ゴム工業株式会社,"SAGAMI RUBBER INDUSTRIES CO., LTD.",2026-03-31,2026-06-26,代表取締役社長 大跡 賢介,8,7.0,1.0,0.13,0.125,8.0,0.0,41.2,16.0,4693427.0,,,,115120000.0,0,clean,
S100YL8X,E01648,6494,listed,機械,株式会社NFKホールディングス,"NFK HOLDINGS CO.,LTD.",2026-03-31,2026-06-26,代表取締役社長 豊田 悦章,7,6.0,1.0,0.143,0.1429,7.0,0.0,55.0,21.0,6575000.0,,,,32400000.0,0,clean,
S100YL9S,E00705,7918,listed,小売業,株式会社ヴィア・ホールディングス,"VIA Holdings,Inc.",2026-03-31,2026-06-26,代表取締役社長 楠元 健一郎,7,7.0,,,,,,48.6,14.3,5824000.0,,,,74000000.0,0,clean,
S100YLAH,E04630,,unlisted,サービス業,株式会社 飯能ゴルフ倶楽部,"HANNO GOLF CLUB Co., LTD.",2026-03-31,2026-06-26,代表取締役社長 椎 名 弘 美,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YLAV,E11701,,unlisted,その他金融業,株式会社日本政策投資銀行,Development Bank of Japan Inc.,2026-03-31,2026-06-26,代表取締役社長 牧 裕文,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YLB7,E04666,,unlisted,サービス業,福山観光開発株式会社,"FUKUYAMA KANKOKAIHATSU CO.,LTD.",2026-03-31,2026-06-26,代表取締役社長 小丸 成洋,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YLBX,E01642,6282,listed,機械,オイレス工業株式会社,OILES CORPORATION,2026-03-31,2026-06-26,代表取締役社長 坂入 良和,9,8.0,1.0,0.11,0.1111,9.0,0.0,44.4,17.5,8056691.0,0.02,0.687,,321000000.0,0,clean,
S100YLBY,E01394,1921,listed,建設業,株式会社巴コーポレーション,TOMOE CORPORATION,2026-03-31,2026-06-26,代表取締役社長 深沢 隆,7,7.0,,,,,,40.8,13.6,7032404.0,0.058,0.67,,170837000.0,0,clean,
S100YLC6,E01673,6273,listed,機械,SMC株式会社,SMC CORPORATION,2026-03-31,2026-06-26,代表取締役社長 髙田 芳樹,14,11.0,3.0,0.214,0.2143,14.0,0.0,41.1,19.7,7804768.0,0.015,0.558,,663000000.0,2,clean,
S100YLCH,E34018,6580,listed,情報・通信業,株式会社ライトアップ,"Writeup Co.,Ltd.",2026-03-31,2026-06-26,代表取締役社長 白石 崇,8,7.0,1.0,0.125,0.125,8.0,0.0,35.0,5.9,4756000.0,0.3,,,55000000.0,0,clean,
S100YLCK,E00986,4570,listed,医薬品,株式会社免疫生物研究所,"Immuno-Biological Laboratories Co., Ltd.",2026-03-31,2026-06-26,代表取締役社長 清藤 勉,7,6.0,1.0,0.143,0.1429,7.0,0.0,46.3,17.7,4948000.0,0.25,0.672,,55710000.0,0,clean,
S100YLDD,E34974,4444,listed,情報・通信業,株式会社インフォネット,INFONET inc.,2026-03-31,2026-06-26,代表取締役社長 古宿 智,9,7.0,2.0,0.222,0.2222,9.0,0.0,38.5,4.6,5024000.0,0.25,0.78,,69300000.0,0,clean,
S100YLDV,E05460,2432,listed,サービス業,株式会社ディー・エヌ・エー,"DeNA Co., Ltd.",2026-03-31,2026-06-26,代表取締役社長兼CEO 岡 村 信 悟,10,7.0,3.0,0.3,0.3,10.0,0.0,38.6,7.0,11179000.0,0.123,0.706,,298000000.0,0,clean,
S100YLDW,E05443,3750,listed,情報・通信業,株式会社ADR120S(旧会社名 株式会社サイトリ細胞研究所),"ADR120S, Inc.(旧英訳名 Cytori Cell Research Institute,Inc.)",2026-03-31,2026-06-26,代表取締役会長 橋本 征道,8,8.0,,,,,,51.67,7.8,5906000.0,,,,46526000.0,0,clean,
S100YLF7,E02304,6960,listed,電気機器,フクダ電子株式会社,"FUKUDA DENSHI CO., LTD.",2026-03-31,2026-06-26,代表取締役社長 白井 大治郎,13,12.0,1.0,0.08,0.0769,13.0,0.0,44.4,15.1,9290565.0,0.07,0.666,,990000000.0,2,clean,
S100YLFA,E01832,,unlisted,電気機器,株式会社リゾート&メディカル,"Resort &amp; Medical Co., Ltd.",2026-03-31,2026-06-26,代表取締役 山 田 恭 太,4,3.0,1.0,0.25,0.25,4.0,0.0,66.0,3.9,6000000.0,,,,,0,clean,
S100YLFJ,E04151,,unlisted,陸運業,首都圏新都市鉄道株式会社,Metropolitan Intercity Railway Company,2026-03-31,2026-06-26,代表取締役社長 渡 邊 良,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YLFL,E04631,,unlisted,サービス業,株式会社 水戸カンツリー倶楽部,"Mito Country Club Co.,Ltd",2026-03-31,2026-06-26,取締役社長 中 村 豊 明,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YLFM,E05728,4571,listed,医薬品,NANOホールディングス株式会社(旧会社名 NANO MRNA株式会社),"Nano Holdings, Inc.(旧英訳名 NANO MRNA Co., Ltd.)(注)2025年12月11日開催の臨時株主総会の決議により、2025年12月11日から会社名及び英訳名を上記のとおり変更いたしました。",2026-03-31,2026-06-26,代表取締役会長兼社長CEO 松村 淳,11,11.0,,,,,,52.3,5.5,8810000.0,,,,180808000.0,0,clean,
S100YLFP,E02536,,unlisted,卸売業,日販グループホールディングス株式会社,"NIPPAN GROUP HOLDINGS, INC.",2026-03-31,2026-06-26,代表取締役社長 富 樫 建,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YLFQ,E00135,,unlisted,建設業,新生テクノス株式会社,"SHINSEI TECHNOS CO., LTD.",2026-03-31,2026-06-26,代表取締役社長 森 厚 人,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YLFU,E02368,,unlisted,その他製品,YKK株式会社,YKK Corporation,2026-03-31,2026-06-26,代表取締役社長 松嶋 耕一,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YLG9,E01195,5388,listed,ガラス・土石製品,クニミネ工業株式会社,"KUNIMINE INDUSTRIES CO.,LTD.",2026-03-31,2026-06-26,代表取締役社長 友山 貴之,11,10.0,1.0,0.091,0.0909,11.0,0.0,43.0,12.2,5610000.0,,,,156027000.0,0,clean,
S100YLGY,E02210,7239,listed,輸送用機器,株式会社タチエス,"TACHI-S CO.,LTD.",2026-03-31,2026-06-26,代表取締役社長 山 本 雄 一 郎,13,11.0,2.0,0.153,0.1538,13.0,0.0,38.9,14.6,6217000.0,0.055,0.716,,282000000.0,0,clean,
