doc_id,edinet_code,sec_code,listed,industry,company_ja,company_en,period_end,filing_date,representative,board_size,male_officers,female_officers,female_ratio_filed,female_ratio_calc,officers_tagged,officers_untagged,avg_age,avg_tenure,avg_salary_yen,female_managers_ratio,gender_pay_gap_all,male_childcare_leave,pay_total_yen,named_pay_count,status,detail
S100Y7NR,E31694,,unlisted,サービス業,株式会社アクアライン,Aqualine Ltd.,2026-02-28,2026-06-01,代表取締役社長 楯 広長,0,6.0,1.0,0.14,,7.0,,42.9,6.2,4273000.0,,,,57986000.0,0,no_tagged_board,officers table is TextBlock only
S100Y7R7,E03017,8237,listed,小売業,株式会社松屋,"MATSUYA CO., LTD.",2026-02-28,2026-06-01,代表取締役社長執行役員 古 屋 毅 彦,12,10.0,2.0,0.1667,0.1667,12.0,0.0,47.5,21.9,7323000.0,,0.587,,220000000.0,0,clean,
S100Y7VX,E33553,3997,listed,情報・通信業,株式会社トレードワークス,"TRADE WORKS Co., Ltd",2025-12-31,2026-03-30,代表取締役社長 齋藤 正勝,9,8.0,1.0,0.111,0.1111,9.0,0.0,40.3,6.5,6350000.0,0.048,0.663,,124040000.0,0,clean,
S100Y7XO,E26428,6058,listed,サービス業,株式会社ベクトル,VECTOR INC.,2026-02-28,2026-05-29,代表取締役社長CEO 西江 肇司,10,9.0,1.0,0.1,0.1,10.0,0.0,35.4,3.2,6584000.0,0.293,,,423000000.0,2,clean,
S100Y7XS,E03498,3083,listed,小売業,スターシーズ株式会社,"STARSEEDS Co.,Ltd.",2026-02-28,2026-06-01,代表取締役社長 鈴木 雅順,9,8.0,1.0,0.111,0.1111,9.0,0.0,49.0,10.9,3741612.0,,,,42650000.0,0,clean,
S100Y86A,E05114,4777,listed,情報・通信業,株式会社ガーラ,GALA INCORPORATED,2025-12-31,2026-03-30,代表取締役グループCEO キム ヒョンス,17,16.0,1.0,0.0588,0.0588,17.0,0.0,45.5,11.0,6085000.0,,,,89025505000.0,0,clean,
S100Y87F,E03772,8624,listed,証券、商品先物取引業,いちよし証券株式会社,"Ichiyoshi Securities Co., Ltd.",2025-03-31,2025-06-19,取締役(兼)代表執行役社長 玉 田 弘 文,7,5.0,2.0,0.29,0.2857,7.0,0.0,44.2,15.5,7265364.0,0.192,0.771,,233000000.0,0,clean,
S100Y8EO,E03318,7611,listed,小売業,株式会社ハイデイ日高,HIDAY HIDAKA Corp.,2026-02-28,2026-05-26,代表取締役社長 青野 敬成,10,8.0,2.0,0.2,0.2,10.0,0.0,35.0,8.0,5497000.0,0.038,0.707,,147000000.0,0,clean,
S100Y8QM,E03498,3083,listed,小売業,スターシーズ株式会社(旧会社名 株式会社シーズメン),"STARSEEDS Co.,Ltd.(旧英訳名 C'sMEN Co.,Ltd.)",2025-02-28,2025-05-22,代表取締役社長 植杉 泰久,8,6.0,2.0,0.25,0.25,8.0,0.0,45.6,10.0,3741612.0,0.067,0.721,,70444000.0,0,clean,
S100Y848,E04228,9029,listed,陸運業,株式会社ヒガシホールディングス,"HIGASHI HOLDINGS CO.,LTD.",2026-03-31,2026-06-05,取締役代表執行役社長 児 島 一 裕,10,13.0,2.0,0.133,0.2,15.0,5.0,43.0,8.6,5827000.0,,,,412201000.0,0,clean,
S100Y8UO,E02155,7236,listed,輸送用機器,株式会社ティラド,"T.RAD Co., Ltd.",2026-03-31,2026-06-05,代表取締役 CEO 兼 COO 社長執行役員 宮﨑 富夫,9,8.0,1.0,0.11,0.1111,9.0,0.0,41.4,18.0,6785945.0,0.042,0.794,,229000000.0,1,clean,
S100Y90T,E01124,7741,listed,精密機器,HOYA株式会社,HOYA CORPORATION,2026-03-31,2026-06-05,取締役兼代表執行役 最高経営責任者 池田 英一郎,7,5.0,3.0,0.375,0.4286,8.0,1.0,47.6,18.7,9704451.0,0.181,0.401,,1291000000.0,3,clean,
S100Y91J,E03739,8705,listed,証券、商品先物取引業,日産証券グループ株式会社,"Nissan Securities Group Co., Ltd.",2025-03-31,2025-06-19,代表取締役社長 二 家 英 彰,7,6.0,1.0,0.143,0.1429,7.0,0.0,46.6,4.4,8104304.0,,,,80690000.0,0,clean,
S100Y91K,E03739,8705,listed,証券、商品先物取引業,日産証券グループ株式会社,"Nissan Securities Group Co., Ltd.",2024-03-31,2024-06-24,代表取締役社長 二 家 英 彰,7,6.0,1.0,0.143,0.1429,7.0,0.0,45.3,3.3,6222258.0,,,,71119000.0,0,clean,
S100Y91L,E03739,8705,listed,証券、商品先物取引業,日産証券グループ株式会社(旧会社名 岡藤日産証券ホールディングス株式会社),"Nissan Securities Group Co., Ltd.(旧英訳名 Okato Nissan Securities Holdings, Inc.) (注)2022年6月29日開催の第17回定時株主総会の決議により、2022年7月4日から会社名および英訳名を上記のとおり変更いたしました。",2023-03-31,2023-06-26,代表取締役社長 二 家 英 彰,7,7.0,0.0,0.0,0.0,7.0,0.0,48.0,3.4,6655404.0,,,,69450000.0,0,clean,
S100Y91M,E03739,8705,listed,証券、商品先物取引業,岡藤日産証券ホールディングス株式会社,"Okato Nissan Securities Holdings, Inc.",2022-03-31,2022-06-30,代表取締役社長 二 家 英 彰,7,7.0,0.0,0.0,0.0,7.0,0.0,48.8,3.5,,,,,57967000.0,0,clean,
S100Y935,E02512,8061,listed,卸売業,西華産業株式会社,SEIKA CORPORATION,2026-03-31,2026-06-05,代表取締役社長 櫻 井 昭 彦,11,9.0,2.0,0.182,0.1818,11.0,0.0,41.2,14.9,10119431.0,0.035,0.661,,471000000.0,1,clean,
S100Y964,E33110,6548,listed,サービス業,株式会社旅工房,TABIKOBO Co. Ltd.,2025-06-30,2025-10-31,代表取締役社長 小 林 祐 樹,7,6.0,1.0,0.143,0.1429,7.0,0.0,33.8,5.6,4049000.0,0.333,,,33000000.0,0,clean,
S100Y703,E04708,,unlisted,サービス業,株式会社京ヶ野ゴルフ倶楽部,"KYOGANO GOLF CLUB CO.,LTD.",2026-03-20,2026-06-08,代表取締役社長 吉村 憲雄,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100Y90D,E04246,9127,listed,海運業,玉井商船株式会社,"TAMAI STEAMSHIP CO., LTD.",2026-03-31,2026-06-08,代表取締役社長 清崎 哲也,10,10.0,0.0,0.0,0.0,10.0,0.0,41.3,14.8,8617000.0,,,,97050000.0,0,clean,
S100Y951,E05725,3092,listed,小売業,株式会社ZOZO,"ZOZO, Inc.",2026-03-31,2026-06-08,代表取締役社長兼CEO 澤田 宏太郎,11,6.0,5.0,0.455,0.4545,11.0,0.0,34.7,7.5,8558000.0,0.26,0.522,,115000000.0,0,clean,
S100Y8VR,E03134,8230,listed,小売業,株式会社はせがわ,"HASEGAWA CO., LTD.",2025-03-31,2025-06-23,代表取締役社長 新貝 三四郎,8,6.0,2.0,0.25,0.25,8.0,0.0,45.5,17.5,5265000.0,0.059,0.438,,168000000.0,0,clean,
S100Y9AH,E00540,3116,listed,輸送用機器,トヨタ紡織株式会社,TOYOTA BOSHOKU CORPORATION,2026-03-31,2026-06-09,代表取締役社長 白柳 正義,14,13.0,1.0,0.071,0.0714,14.0,0.0,41.3,17.6,7751383.0,0.033,0.762,,601000000.0,0,clean,
S100Y9EI,E02958,2768,listed,卸売業,双日株式会社,Sojitz Corporation,2026-03-31,2026-06-09,代表取締役 社長CEO 植 村 幸 祐,11,7.0,4.0,0.364,0.3636,11.0,0.0,40.5,14.7,12571801.0,0.074,0.596,,781000000.0,2,clean,
S100Y9HQ,E03072,8190,listed,小売業,株式会社ヤマナカ,"YAMANAKA CO.,LTD.",2026-03-20,2026-06-09,代表取締役社長 中 野 義 久,7,5.0,2.0,0.286,0.2857,7.0,0.0,46.2,21.7,5144000.0,0.019,0.473,,125000000.0,0,clean,
S100Y9M2,E01898,6995,listed,輸送用機器,株式会社東海理化電機製作所,"TOKAI RIKA CO.,LTD.",2026-03-31,2026-06-09,代表取締役社長 二 之 夕 裕 美,9,8.0,1.0,0.11,0.1111,9.0,0.0,43.6,21.5,7526286.0,0.021,0.691,,268000000.0,0,clean,
S100Y9PU,E01435,5990,listed,金属製品,株式会社スーパーツール,"SUPER TOOL CO., LTD.",2026-03-15,2026-06-09,代表取締役社長 平野 量夫,6,5.0,1.0,0.167,0.1667,6.0,0.0,42.7,16.8,5517706.0,,,,80368000.0,0,clean,
S100Y9T5,E04460,9436,listed,情報・通信業,沖縄セルラー電話株式会社,OKINAWA CELLULAR TELEPHONE COMPANY,2026-03-31,2026-06-09,代表取締役社長 宮倉 康彰,13,10.0,3.0,0.231,0.2308,13.0,0.0,39.2,9.4,7200451.0,0.183,0.785,,199000000.0,0,clean,
S100Y8C3,E03563,8359,listed,銀行業,株式会社八十二銀行,"The Hachijuni Bank, Ltd.",2025-03-31,2025-06-17,取締役頭取 松 下 正 樹,14,12.0,2.0,0.142,0.1429,14.0,0.0,42.4,14.5,8191000.0,0.145,0.473,,348000000.0,0,clean,
S100Y8NY,E02144,7203,listed,輸送用機器,トヨタ自動車株式会社,TOYOTA MOTOR CORPORATION,2026-03-31,2026-06-10,取締役副社長 宮 崎 洋 一,10,8.0,2.0,0.2,0.2,10.0,0.0,40.5,15.1,10060464.0,0.039,0.67,,4638000000.0,4,clean,
S100Y9P7,E32292,9143,listed,陸運業,SGホールディングス株式会社,"SG HOLDINGS CO.,LTD.",2026-03-31,2026-06-10,代表取締役社長 松本 秀一,12,10.0,2.0,0.167,0.1667,12.0,0.0,38.5,9.9,7864340.0,0.402,0.854,,756000000.0,2,clean,
S100Y9PN,E00838,4220,listed,化学,リケンテクノス株式会社,RIKEN TECHNOS CORPORATION,2026-03-31,2026-06-10,代表取締役 社長執行役員 常盤 和明,9,7.0,2.0,0.222,0.2222,9.0,0.0,43.0,17.6,8299037.0,0.045,0.742,,259619000.0,0,clean,
S100Y9UW,E03356,2664,listed,小売業,株式会社カワチ薬品,CAWACHI LIMITED,2026-03-15,2026-06-10,代表取締役社長 河内 伸二,8,7.0,1.0,0.125,0.125,8.0,0.0,37.0,13.8,5560435.0,0.067,0.627,,204000000.0,1,clean,
S100Y9ZI,E01464,3437,listed,金属製品,特殊電極株式会社,"TOKUDEN CO.,LTD.",2025-03-31,2025-06-30,代表取締役社長 西川 誉,9,9.0,,,,,,41.0,14.9,6669000.0,,,,58085000.0,0,clean,
S100Y9ZO,E01464,3437,listed,金属製品,特殊電極株式会社,"TOKUDEN CO.,LTD.",2024-03-31,2024-06-26,代表取締役社長 西川 誉,9,9.0,,,,,,41.1,15.3,6209000.0,,,,57487000.0,0,clean,
S100Y9ZQ,E01464,3437,listed,金属製品,特殊電極株式会社,"TOKUDEN CO.,LTD.",2023-03-31,2023-06-29,代表取締役社長 西川 誉,9,9.0,,,,,,41.1,15.3,6059000.0,,,,66975000.0,0,clean,
S100Y9ZT,E01464,3437,listed,金属製品,特殊電極株式会社,"TOKUDEN CO.,LTD.",2022-03-31,2022-06-27,代表取締役社長 西川 誉,9,9.0,,,,,,41.6,15.2,5435000.0,,,,72976000.0,0,clean,
S100Y9ZV,E01464,3437,listed,金属製品,特殊電極株式会社,"TOKUDEN CO.,LTD.",2021-03-31,2021-06-28,代表取締役社長 西川 誉,10,10.0,,,,,,41.2,15.0,6146000.0,,,,65421000.0,0,clean,
S100YA1Z,E02897,7608,listed,卸売業,株式会社エスケイジャパン,"SK JAPAN CO.,LTD.",2026-02-28,2026-05-27,代表取締役社長 八百 博徳,8,8.0,,,,,,37.7,10.4,6494350.0,0.111,0.736,,164460000.0,0,clean,
S100YABD,E04997,4687,listed,情報・通信業,TDCソフト株式会社,TDC SOFT Inc.,2025-03-31,2025-06-25,代表取締役社長 小 林 裕 嘉,15,13.0,2.0,0.133,0.1333,15.0,0.0,36.0,10.7,6199000.0,0.069,0.799,,400609000.0,0,clean,
S100Y9N3,E02162,7283,listed,輸送用機器,愛三工業株式会社,"AISAN INDUSTRY CO., LTD.",2026-03-31,2026-06-11,社長経営役員 加 藤 貴 己,14,11.0,3.0,0.214,0.2143,14.0,0.0,44.6,21.7,7645998.0,0.025,0.741,,314000000.0,0,clean,
S100Y9T1,E01892,6902,listed,輸送用機器,株式会社デンソー,DENSO CORPORATION,2026-03-31,2026-06-11,取締役社長 林 新之助,12,10.0,2.0,0.167,0.1667,12.0,0.0,44.8,22.9,9152532.0,0.022,0.664,,1207000000.0,4,clean,
S100Y9UP,E03851,8795,listed,保険業,株式会社T&Dホールディングス,"T&amp;D Holdings, Inc.",2026-03-31,2026-06-11,代表取締役社長 森山 昌彦,14,12.0,2.0,0.142,0.1429,14.0,0.0,,,,,,,861000000.0,0,clean,
S100Y9Z9,E03926,,unlisted,不動産業,鷹之台ゴルフ株式会社,"Takanodai Golf Co., Ltd.",2026-03-31,2026-06-11,代表取締役社長 関根 宏一,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YA1U,E00112,1835,listed,建設業,東鉄工業株式会社,"TOTETSU KOGYO CO.,LTD.",2026-03-31,2026-06-11,代表取締役社長 伊 勢 勝 巳,12,10.0,2.0,0.167,0.1667,12.0,0.0,40.0,14.0,9537215.0,0.015,0.647,,304000000.0,0,clean,
S100YA32,E32022,7186,listed,銀行業,株式会社横浜フィナンシャルグループ,"Yokohama Financial Group, Inc.",2026-03-31,2026-06-11,代表取締役社長 片 岡 達 也,9,7.0,2.0,0.22,0.2222,9.0,0.0,44.6,18.8,9952000.0,,,,200000000.0,0,clean,
S100YA6U,E02409,5906,listed,金属製品,エムケー精工株式会社,"MK SEIKO CO., LTD.",2026-03-20,2026-06-11,代表取締役社長 丸山 将一,10,8.0,2.0,0.2,0.2,10.0,0.0,45.6,17.5,6000415.0,0.026,0.696,,177293000.0,0,clean,
S100YA7J,E36703,7380,listed,銀行業,株式会社十六フィナンシャルグループ,"Juroku Financial Group, Inc.",2026-03-31,2026-06-11,代表取締役社長 池 田 直 樹,10,7.0,3.0,0.3,0.3,10.0,0.0,44.9,21.9,10569000.0,0.123,0.53,,239000000.0,0,clean,
S100YA84,E03814,8697,listed,その他金融業,株式会社日本取引所グループ,"Japan Exchange Group, Inc.",2026-03-31,2026-06-11,取締役兼代表執行役グループCEO 山道 裕己,12,13.0,4.0,0.235,0.3333,17.0,5.0,46.8,19.8,11132643.0,0.104,0.676,,768000000.0,5,clean,
S100YADW,E04217,9040,listed,陸運業,大宝運輸株式会社,"Taiho Transportation Co., Ltd.",2026-03-20,2026-06-11,代表取締役社長 小笠原 忍,8,8.0,0.0,0.0,0.0,8.0,0.0,46.7,13.9,5009000.0,,0.523,,81638000.0,0,clean,
S100YAIC,E40164,296A,listed,サービス業,令和アカウンティング・ホールディングス株式会社,"Reiwa Accounting Holdings Co., Ltd.",2026-03-31,2026-06-11,代表取締役 繁野 径子,5,3.0,2.0,0.4,0.4,5.0,0.0,31.79,3.66,6854000.0,0.41,0.727,,109200000.0,0,clean,
S100YAL6,E02692,8285,listed,卸売業,三谷産業株式会社,"MITANI SANGYO CO.,LTD.",2026-03-31,2026-06-11,代表取締役社長 三谷 忠照,19,16.0,3.0,0.157,0.1579,19.0,0.0,41.5,11.9,7673710.0,0.089,0.744,,543000000.0,0,clean,
S100YARY,E36928,4373,listed,情報・通信業,シンプレクス・ホールディングス株式会社,"Simplex Holdings, Inc.",2026-03-31,2026-06-11,代表取締役社長(CEO) 金子 英樹,10,8.0,2.0,0.2,0.2,10.0,0.0,33.6,4.4,9385342.0,,0.93,,795000000.0,4,clean,
S100Y8O1,E03554,8334,listed,銀行業,株式会社 群馬銀行,"The Gunma Bank, Ltd.",2026-03-31,2026-06-12,代表取締役頭取 深 井 彰 彦,15,13.0,2.0,0.13,0.1333,15.0,0.0,41.5,17.9,8198000.0,0.234,0.526,,485000000.0,0,clean,
S100Y992,E00436,2802,listed,食料品,味の素株式会社,"Ajinomoto Co., Inc.",2026-03-31,2026-06-12,代表執行役社長 中村 茂雄,11,24.0,9.0,0.272,0.8182,33.0,22.0,43.5,18.9,10613479.0,0.16,0.721,,1777000000.0,4,clean,
S100Y9RT,E37777,5831,listed,銀行業,株式会社しずおかフィナンシャルグループ,"Shizuoka Financial Group, Inc.",2026-03-31,2026-06-12,代表取締役社長 柴田 久,10,8.0,2.0,0.2,0.2,10.0,0.0,39.5,17.1,11115000.0,,,,767000000.0,3,clean,
S100Y9U0,E03398,2753,listed,小売業,株式会社 あみやき亭,"AMIYAKI TEI CO., LTD.",2026-03-31,2026-06-12,代表取締役会長兼社長 佐藤 啓介,11,9.0,2.0,0.182,0.1818,11.0,0.0,40.9,8.0,6131000.0,0.082,0.727,,134000000.0,0,clean,
S100YA1Y,E00730,7857,listed,その他製品,セキ株式会社,"SEKI CO.,LTD.",2026-03-31,2026-06-12,代表取締役社長 関 宏 孝,9,9.0,,,,,,41.0,15.7,4648000.0,0.087,0.619,,109000000.0,0,clean,
S100YA6H,E02497,8001,listed,卸売業,伊藤忠商事株式会社,ITOCHU Corporation,2026-03-31,2026-06-12,代表取締役社長COO 石 井 敬 太,13,9.0,4.0,0.3077,0.3077,13.0,0.0,42.0,17.0,19911534.0,0.101,0.569,,5959000000.0,6,clean,
S100YAIZ,E09753,7164,listed,その他金融業,全国保証株式会社,"ZENKOKU HOSHO Co.,Ltd.",2026-03-31,2026-06-12,代表取締役社長 青木 裕一,13,10.0,3.0,0.231,0.2308,13.0,0.0,38.7,11.0,8481000.0,0.026,0.636,,333000000.0,0,clean,
S100YAMN,E04841,9709,listed,情報・通信業,NCS&A株式会社,"NCS&amp;A CO., LTD.",2026-03-31,2026-06-12,代表取締役社長 辻 隆 博,8,5.0,3.0,0.375,0.375,8.0,0.0,40.1,16.1,7443411.0,0.1,0.79,,243365000.0,0,clean,
S100YAMP,E03587,8388,listed,銀行業,株式会社阿波銀行,"The Awa Bank,Ltd.",2026-03-31,2026-06-12,取締役頭取 福 永 丈 久,15,13.0,2.0,0.133,0.1333,15.0,0.0,43.0,19.1,7385000.0,0.149,0.549,,466000000.0,0,clean,
S100YANQ,E03772,8624,listed,証券、商品先物取引業,いちよし証券株式会社,"Ichiyoshi Securities Co., Ltd.",2026-03-31,2026-06-12,取締役(兼)代表執行役社長 玉 田 弘 文,7,5.0,2.0,0.29,0.2857,7.0,0.0,43.1,14.6,7836232.0,0.203,0.781,,258000000.0,0,clean,
S100YAOT,E03235,7419,listed,小売業,株式会社ノジマ,Nojima Corporation,2026-03-31,2026-06-12,取締役兼代表執行役社長 野島 廣司,14,15.0,3.0,0.167,0.2143,18.0,4.0,35.0,9.0,5573000.0,0.137,0.827,,382000000.0,0,clean,
S100YAOX,E36700,7381,listed,銀行業,株式会社CCIグループ(旧会社名 株式会社北國フィナンシャルホールディングス),"CCI Group, Inc.(旧英訳名 Hokkoku Financial Holdings, Inc.)",2026-03-31,2026-06-12,代表取締役社長 杖村 修司,9,6.0,3.0,0.333,0.3333,9.0,0.0,46.1,22.0,9305000.0,0.221,0.563,,176000000.0,0,clean,
S100YAQW,E31612,7180,listed,銀行業,株式会社九州フィナンシャルグループ,"Kyushu Financial Group,Inc.",2026-03-31,2026-06-12,代表取締役社長 笠原 慶久,15,12.0,3.0,0.2,0.2,15.0,0.0,44.8,15.8,10031000.0,,,,230000000.0,0,clean,
S100YARD,E02528,8053,listed,卸売業,住友商事株式会社,SUMITOMO CORPORATION,2026-03-31,2026-06-12,代表取締役 社長執行役員 CEO 上野 真吾,15,12.0,3.0,0.2,0.2,15.0,0.0,43.3,18.0,18402971.0,0.112,0.631,,3031000000.0,5,clean,
S100YATA,E31054,6035,listed,サービス業,株式会社アイ・アールジャパンホールディングス,"IR Japan Holdings, Ltd.",2026-03-31,2026-06-12,代表取締役社長・CEO 寺下 史郎,6,6.0,0.0,0.0,0.0,6.0,0.0,47.4,11.1,13365000.0,,,,141750000.0,1,clean,
S100YATP,E00937,4997,listed,化学,日本農薬株式会社,"NIHON NOHYAKU CO.,LTD.",2026-03-31,2026-06-12,代表取締役社長 岩 田 浩 幸,11,7.0,4.0,0.364,0.3636,11.0,0.0,42.3,14.7,8030534.0,0.106,0.769,,198000000.0,0,clean,
S100YAUM,E02909,4743,listed,情報・通信業,株式会社アイティフォー,ITFOR Inc.,2026-03-31,2026-06-12,代表取締役社長 坂 田 幸 司,9,7.0,2.0,0.222,0.2222,9.0,0.0,39.0,11.0,7322414.0,0.1,0.648,,310674000.0,0,clean,
S100YAUW,E05669,3841,listed,情報・通信業,株式会社ジーダット,Jedat Inc.,2026-03-31,2026-06-12,代表取締役 社長執行役員 松 尾 和 利,9,8.0,1.0,0.111,0.1111,9.0,0.0,47.8,12.0,6524583.0,,,,60400000.0,0,clean,
S100YAVM,E30103,7167,listed,銀行業,株式会社めぶきフィナンシャルグループ,"Mebuki Financial Group,Inc.",2026-03-31,2026-06-12,取締役社長 秋 野 哲 也,12,10.0,2.0,0.167,0.1667,12.0,0.0,47.5,24.4,13050000.0,,,,164000000.0,0,clean,
S100YAVT,E02513,8031,listed,卸売業,三井物産株式会社,"MITSUI &amp; CO., LTD.",2026-03-31,2026-06-12,代表取締役社長 堀 健一,17,12.0,5.0,0.29,0.2941,17.0,0.0,42.0,17.4,20589000.0,0.12,0.649,,2956000000.0,6,clean,
S100YAWO,E01593,7259,listed,輸送用機器,株式会社アイシン,AISIN CORPORATION,2026-03-31,2026-06-12,取締役社長 吉田 守孝,12,9.0,3.0,0.25,0.25,12.0,0.0,40.7,17.3,7772000.0,0.031,0.691,,805000000.0,2,clean,
S100YAX4,E34113,7327,listed,銀行業,株式会社第四北越フィナンシャルグループ,"Daishi Hokuetsu Financial Group, Inc.",2026-03-31,2026-06-12,代表取締役社長 殖 栗 道 郎,14,12.0,2.0,0.142,0.1429,14.0,0.0,45.3,23.0,12343000.0,0.248,0.53,,146000000.0,0,clean,
S100YAY4,E02498,8002,listed,卸売業,丸紅株式会社,Marubeni Corporation,2026-03-31,2026-06-12,代表取締役 社長 大 本 晶 之,15,10.0,5.0,0.333,0.3333,15.0,0.0,42.5,17.8,17843699.0,0.104,0.615,,2040000000.0,6,clean,
S100YAYL,E04187,9064,listed,陸運業,ヤマトホールディングス株式会社,"YAMATO HOLDINGS CO., LTD.",2026-03-31,2026-06-12,取締役会長 長尾 裕,12,10.0,2.0,0.167,0.1667,12.0,0.0,36.4,10.3,12483061.0,,,,396000000.0,1,clean,
S100YAZQ,E01074,8131,listed,卸売業,株式会社ミツウロコグループホールディングス,"Mitsuuroko Group Holdings Co.,Ltd.",2026-03-31,2026-06-12,代表取締役社長CEO 田島 晃平,12,11.0,1.0,0.083,0.0833,12.0,0.0,41.0,8.1,10375000.0,0.474,0.772,,462000000.0,1,clean,
S100YAZT,E04109,9046,listed,陸運業,神戸電鉄株式会社,"Kobe Electric Railway Co.,Ltd.",2026-03-31,2026-06-12,代表取締役社長 井波 洋,11,10.0,1.0,0.091,0.0909,11.0,0.0,41.0,19.9,5610000.0,0.02,0.713,,96000000.0,0,clean,
S100YB05,E00939,4523,listed,医薬品,エーザイ株式会社,"Eisai Co., Ltd.",2026-03-31,2026-06-12,代表執行役CEO 内藤 晴夫,11,23.0,5.0,0.179,0.4545,28.0,17.0,44.5,18.5,11233821.0,0.143,0.741,,1327000000.0,6,clean,
S100YB0L,E02978,3350,listed,卸売業,株式会社メタプラネット,Metaplanet Inc.,2025-12-31,2026-03-26,代表執行役CEO取締役 サイモン・ゲロヴィッチ,10,9.0,1.0,0.1,0.1,10.0,0.0,48.9,0.8,16000000.0,,,,67000000.0,0,clean,
S100YB11,E01210,5344,listed,ガラス・土石製品,株式会社MARUWA,"MARUWA CO.,LTD.",2026-03-31,2026-06-12,代表取締役社長 神戸 俊郎,7,5.0,2.0,0.29,0.2857,7.0,0.0,41.99,10.71,8837000.0,0.051,0.602,,319000000.0,1,clean,
S100YB1Q,E00995,7971,listed,化学,東リ株式会社,TOLI Corporation,2026-03-31,2026-06-12,代表取締役社長 永嶋 元博,13,10.0,3.0,0.231,0.2308,13.0,0.0,43.0,17.0,6393000.0,0.117,0.726,,214000000.0,0,clean,
S100YB25,E02529,8058,listed,卸売業,三菱商事株式会社,Mitsubishi Corporation,2026-03-31,2026-06-12,代表取締役 社長 中西 勝也,15,11.0,4.0,0.267,0.2667,15.0,0.0,42.3,17.0,21125472.0,0.131,0.647,,2904000000.0,6,clean,
S100YB2Z,E36883,9245,listed,サービス業,株式会社リベロ,Livero Inc.,2025-12-31,2026-03-23,代表取締役社長 鹿島 秀俊,8,6.0,2.0,0.25,0.25,8.0,0.0,36.2,5.1,4822000.0,0.273,0.776,,127641000.0,0,clean,
S100YB34,E05355,,unlisted,サービス業,NTTファイナンス株式会社,NTT FINANCE CORPORATION,2026-03-31,2026-06-12,代表取締役社長 小林 啓太,0,,,,,,,,,,,,,,0,no_tagged_board,officers table is TextBlock only
S100YB7U,E03739,8705,listed,証券、商品先物取引業,日産証券グループ株式会社,"Nissan Securities Group Co., Ltd.",2026-03-31,2026-06-12,代表取締役社長 二 家 英 彰,7,6.0,1.0,0.143,0.1429,7.0,0.0,44.7,2.9,7058861.0,,,,83384000.0,0,clean,
S100YB8F,E37206,4262,listed,情報・通信業,ニフティライフスタイル株式会社,"NIFTY Lifestyle Co., Ltd.",2026-03-31,2026-06-12,代表取締役社長 成田 隆志,9,8.0,1.0,0.111,0.1111,9.0,0.0,40.9,3.7,7442000.0,,,,55961000.0,0,clean,
S100YB93,E00989,4902,listed,電気機器,コニカミノルタ株式会社,"KONICA MINOLTA, INC.",2026-03-31,2026-06-12,取締役代表執行役社長兼CEO 大 幸 利 充,9,13.0,6.0,0.316,0.6667,19.0,10.0,46.4,20.7,8441281.0,0.12,0.795,,688000000.0,1,clean,
S100YBAY,E00820,4204,listed,化学,積水化学工業株式会社,"Sekisui Chemical Co., Ltd.",2026-03-31,2026-06-12,代表取締役社長 社長執行役員 清水 郁輔,17,14.0,3.0,0.17,0.1765,17.0,0.0,44.2,15.9,9462708.0,0.057,0.718,,924000000.0,5,clean,
S100YBB2,E33623,4390,listed,情報・通信業,株式会社アイ・ピー・エス,"IPS, Inc.",2026-03-31,2026-06-12,代表取締役 宮下 幸治,9,6.0,3.0,0.333,0.3333,9.0,0.0,42.4,6.2,10000000.0,,,,121000000.0,0,clean,
S100Y9DR,E31748,6178,listed,サービス業,日本郵政株式会社,"JAPAN POST HOLDINGS Co.,Ltd.",2025-03-31,2025-06-19,取締役兼代表執行役社長 増 田 寬 也 (注)2025年6月25日開催予定の定時株主総会の議案(決議事項) として、「取締役13名選任の件」を提案しており、当該議案が 承認可決されますと、以下のとおりとなる予定です。 取締役兼代表執行役社長 根 岸 一 行,15,38.0,8.0,0.174,0.5333,46.0,31.0,43.3,16.2,8644000.0,0.173,0.668,,1085000000.0,0,clean,
S100Y9NL,E00118,1850,listed,建設業,南海辰村建設株式会社,"Nankai Tatsumura Construction Co., Ltd.",2026-03-31,2026-06-15,取締役社長 浦 地 紅 陽,11,9.0,2.0,0.18,0.1818,11.0,0.0,44.7,17.9,7512000.0,0.02,0.651,,109000000.0,0,clean,
S100Y9NY,E01188,5367,listed,ガラス・土石製品,株式会社ニッカトー,NIKKATO CORPORATION,2026-03-31,2026-06-15,代表取締役社長 大 西 宏 司,7,6.0,1.0,0.143,0.1429,7.0,0.0,41.0,18.8,5746000.0,0.121,0.684,,132102000.0,0,clean,
S100Y9OW,E00806,4082,listed,化学,第一稀元素化学工業株式会社,"DAIICHI KIGENSO KAGAKU KOGYO CO.,LTD.",2026-03-31,2026-06-15,代表取締役社長執行役員 國部 洋,9,7.0,2.0,0.222,0.2222,9.0,0.0,39.3,14.2,7261000.0,0.076,0.723,,282000000.0,0,clean,
