doc_id,sec_code,period_end,person_key,name_en,consolidated_pay_yen,voluntary_below_100m,on_board_at_filing
S100YH2B,7201,2026-03-31,uchida-makoto,Uchida Makoto,561000000,0,0
S100YH2B,7201,2026-03-31,sakamoto-hideyuki,Sakamoto Hideyuki,241000000,0,0
S100YBAT,6370,2026-03-31,kadota-michiya,Kadota Michiya,166000000,0,1
S100YBAT,6370,2026-03-31,ejiri-hirohiko,Ejiri Hirohiko,132000000,0,1
S100YBAT,6370,2026-03-31,jordi-verdes-prieto,Jordi Verdes Prieto,151000000,0,0
S100YDWB,2730,2026-03-31,kubo-masataka,Kubo Masataka,289000000,0,1
S100YDWB,2730,2026-03-31,takahashi-kohzo,Takahashi Kohzo,101000000,0,1
S100YDZ1,7261,2026-03-31,shobuda-kiyotaka,Shobuda Kiyotaka,107000000,0,1
S100YDZ1,7261,2026-03-31,moro-masahiro,Moro Masahiro,149000000,0,1
S100YDZ1,7261,2026-03-31,jeffrey-h-guyton,Jeffrey H Guyton,527000000,0,1
S100YF19,4552,2026-03-31,andrea-spezzi,Andrea Spezzi,143000000,0,1
S100YF4V,8593,2026-03-31,hisai-taiju,Hisai Taiju,130000000,0,1
S100YF74,7912,2026-03-31,kitajima-yoshinari,Kitajima Yoshinari,284000000,0,1
S100YF74,7912,2026-03-31,miya-kenji,Miya Kenji,105000000,0,1
S100YF7I,5020,2026-03-31,miyata-tomohide,Miyata Tomohide,190000000,0,1
S100YF7I,5020,2026-03-31,tanaka-soichiro,Tanaka Soichiro,124000000,0,1
S100YF8E,5401,2026-03-31,hashimoto-eiji,Hashimoto Eiji,467409879,0,1
S100YF8E,5401,2026-03-31,imai-tadashi,Imai Tadashi,467409879,0,1
S100YF8E,5401,2026-03-31,mori-takahiro,Mori Takahiro,338806929,0,1
S100YF8E,5401,2026-03-31,sato-naoki,Sato Naoki,218087307,0,1
S100YF8E,5401,2026-03-31,hirose-takashi,Hirose Takashi,218087307,0,1
S100YF8E,5401,2026-03-31,funakoshi-hirofumi,Funakoshi Hirofumi,218087307,0,1
S100YF8E,5401,2026-03-31,minato-hiroyuki,Minato Hiroyuki,218087307,0,1
S100YF8E,5401,2026-03-31,fujita-nobuhiro,Fujita Nobuhiro,161837307,0,1
S100YFBQ,7202,2026-03-31,katayama-masanori,Katayama Masanori,230000000,0,1
S100YFBQ,7202,2026-03-31,minami-shinsuke,Minami Shinsuke,148000000,0,1
S100YFBQ,7202,2026-03-31,takahashi-shinichi,Takahashi Shinichi,133000000,0,1
S100YFBQ,7202,2026-03-31,yamaguchi-naohiro,Yamaguchi Naohiro,101000000,0,1
S100YFC1,4540,2026-03-31,kato-terukazu,Kato Terukazu,160000000,0,1
S100YFC3,2445,2026-03-31,takamiya-kazumasa,Takamiya Kazumasa,150000000,0,1
S100YFG2,7269,2026-03-31,suzuki-toshihiro,Suzuki Toshihiro,315000000,0,1
S100YFG2,7269,2026-03-31,ishii-naomi,Ishii Naomi,186000000,0,1
S100YFG2,7269,2026-03-31,kato-katsuhiro,Kato Katsuhiro,130000000,0,1
S100YFG2,7269,2026-03-31,okajima-aritaka,Okajima Aritaka,104000000,0,1
S100YFSM,4694,2026-03-31,kondo-kensuke,Kondo Kensuke,107000000,0,1
S100YFZK,4681,2026-03-31,ito-yoshiro,Ito Yoshiro,498000000,0,1
S100YFZK,4681,2026-03-31,ito-katsuyasu,Ito Katsuyasu,481000000,0,1
S100YFZK,4681,2026-03-31,fushimi-ariyoshi,Fushimi Ariyoshi,181000000,0,1
S100YFZK,4681,2026-03-31,shintani-atsuyuki,Shintani Atsuyuki,164000000,0,1
S100YG2R,6088,2026-03-31,hiroshi-ota,Hiroshi Ota,186730000,0,1
S100YG2R,6088,2026-03-31,shibanuma-shunichi,Shibanuma Shunichi,130874000,0,1
S100YG4U,6254,2026-03-31,uchida-makoto,Uchida Makoto,215518000,0,1
S100YG4U,6254,2026-03-31,nishie-katsuji,Nishie Katsuji,116953000,0,1
S100YG4U,6254,2026-03-31,nishimura-shirou,Nishimura Shirou,102326000,0,1
S100YG4U,6254,2026-03-31,senda-toyosaku,Senda Toyosaku,186111000,0,1
S100YG9I,8707,2026-03-31,okitsu-yoshiaki,Okitsu Yoshiaki,110000000,0,1
S100YGBS,4684,2026-03-31,noda-masahiro,Noda Masahiro,135000000,0,1
S100YGBS,4684,2026-03-31,tachibana-shoichi,Tachibana Shoichi,811000000,0,1
S100YGEO,2004,2026-03-31,tsukagoshi-hideyuki,Tsukagoshi Hideyuki,103000000,0,1
S100YGF5,9468,2026-03-31,natsuno-takeshi,Natsuno Takeshi,146000000,0,1
S100YGI5,8616,2026-03-31,ishida-tateaki,Ishida Tateaki,114000000,0,1
S100YGIN,5714,2026-03-31,sekiguchi-akira,Sekiguchi Akira,128000000,0,1
S100YGJF,7701,2026-03-31,ueda-teruhisa,Ueda Teruhisa,120000000,0,1
S100YGJF,7701,2026-03-31,yamamoto-yasunori,Yamamoto Yasunori,126000000,0,1
S100YGJI,8111,2026-03-31,watanabe-takao,Watanabe Takao,108000000,0,1
S100YGKW,8892,2026-03-31,ito-takatoshi,Ito Takatoshi,172000000,0,1
S100YGKW,8892,2026-03-31,nakanishi-minoru,Nakanishi Minoru,103000000,0,1
S100YGMG,4543,2026-03-31,takagi-toshiaki,Takagi Toshiaki,143000000,0,1
S100YGMG,4543,2026-03-31,samejima-hikaru,Samejima Hikaru,180000000,0,1
S100YGOV,8059,2026-03-31,uno-ichiro,Uno Ichiro,108000000,0,1
S100YGP3,5803,2026-03-31,okada-naoki,Okada Naoki,196000000,0,1
S100YGP3,5803,2026-03-31,banno-tatsuya,Banno Tatsuya,109000000,0,1
S100YGP3,5803,2026-03-31,iijima-kazuhito,Iijima Kazuhito,104000000,0,1
S100YGTS,9960,2026-03-31,kusano-tomoyuki,Kusano Tomoyuki,120000000,0,0
S100YGTS,9960,2026-03-31,nagao-katsumi,Nagao Katsumi,107000000,0,1
S100YGWM,7456,2026-03-31,matsuda-yoshiaki,Matsuda Yoshiaki,267000000,0,1
S100YGWM,7456,2026-03-31,tsushima-koji,Tsushima Koji,126000000,0,1
S100YGXY,1980,2026-03-31,yamanaka-yasuhiro,Yamanaka Yasuhiro,141000000,0,1
S100YGXY,1980,2026-03-31,fujisawa-ichiro,Fujisawa Ichiro,129000000,0,1
S100YGYK,7762,2026-03-31,oji-yoshitaka,Oji Yoshitaka,103000000,0,1
S100YGZX,8074,2026-03-31,tamura-hiroyuki,Tamura Hiroyuki,104000000,0,1
S100YH2N,3231,2026-03-31,kutsukake-eiji,Kutsukake Eiji,116000000,0,1
S100YH2N,3231,2026-03-31,arai-satoshi,Arai Satoshi,275000000,0,1
S100YH2N,3231,2026-03-31,matsuo-daisaku,Matsuo Daisaku,216000000,0,1
S100YH2N,3231,2026-03-31,haga-makoto,Haga Makoto,174000000,0,1
S100YH2N,3231,2026-03-31,kurokawa-hiroshi,Kurokawa Hiroshi,152000000,0,1
S100YH3A,1961,2026-03-31,hasegawa-tsutomu,Hasegawa Tsutomu,134000000,0,1
S100YH3A,1961,2026-03-31,ishida-hirokazu,Ishida Hirokazu,134000000,0,1
S100YH4M,6586,2026-03-31,goto-munetoshi,Goto Munetoshi,129000000,0,1
S100YH52,6753,2024-03-31,po-hsuan-wu,Po Hsuan Wu,122000000,0,1
S100YH53,6753,2025-03-31,po-hsuan-wu,Po Hsuan Wu,118000000,0,1
S100YH53,6753,2025-03-31,okitsu-masahiro,Okitsu Masahiro,105000000,0,1
S100YH71,6674,2026-03-31,abe-takashi,Abe Takashi,109000000,0,1
S100YH8U,6777,2026-03-31,tei-mototaka,Tei Mototaka,179000000,0,1
S100YH8U,6777,2026-03-31,tei-masataka,Tei Masataka,151000000,0,1
S100YH8U,6777,2026-03-31,tei-daikou,Tei Daikou,106000000,0,1
S100YH8W,9531,2026-03-31,sasayama-shinichi,Sasayama Shinichi,135000000,0,1
S100YHAQ,7199,2026-03-31,shibata-yohichi,Shibata Yohichi,104000000,0,1
S100YHB1,7242,2026-03-31,kawase-masahiro,Kawase Masahiro,108000000,0,1
S100YHDZ,9274,2026-03-31,tanabe-madoka,Tanabe Madoka,103000000,0,1
S100YHDZ,9274,2026-03-31,david-martin,David Martin,138000000,0,1
S100YHDZ,9274,2026-03-31,herve-poncin,Herve Poncin,161000000,0,1
S100YHFI,9303,2026-03-31,ono-takanori,Ono Takanori,128000000,0,1
S100YHG0,9075,2024-03-31,komaru-shigehiro,Komaru Shigehiro,137000000,0,1
S100YHG2,9075,2025-03-31,komaru-shigehiro,Komaru Shigehiro,150000000,0,1
S100YHHI,7745,2026-03-31,morishima-yasunobu,Morishima Yasunobu,103000000,0,1
S100YHHK,6526,2026-03-31,koezuka-masahiro,Koezuka Masahiro,122000000,0,1
S100YHHR,9027,2026-03-31,kimura-terumi,Kimura Terumi,107000000,0,1
S100YHJ4,9684,2026-03-31,kiryu-takashi,Kiryu Takashi,387000000,0,1
S100YHJH,7864,2026-03-31,okazaki-shigeko,Okazaki Shigeko,109000000,0,1
S100YHK4,3611,2026-03-31,matsuoka-noriyuki,Matsuoka Noriyuki,146000000,0,1
S100YHKP,7460,2026-03-31,yagi-takao,Yagi Takao,169000000,0,1
S100YHKQ,4613,2026-03-31,mori-kunishi,Mori Kunishi,230000000,0,1
S100YHL5,7476,2026-03-31,iuchi-takuji,Iuchi Takuji,127000000,0,1
S100YHNU,8877,2026-03-31,aramaki-sugio,Aramaki Sugio,144608000,0,1
S100YHPK,6523,2026-03-31,deguchi-kyoko,Deguchi Kyoko,203000000,0,1
S100YHPK,6523,2026-03-31,sato-koichiro,Sato Koichiro,106000000,0,1
S100YHRX,7292,2026-03-31,murakami-taro,Murakami Taro,166000000,0,1
S100YHX4,9347,2026-03-31,fukuda-shintaro,Fukuda Shintaro,300000000,0,1
S100YHZV,6753,2026-03-31,okitsu-masahiro,Okitsu Masahiro,117000000,0,1
S100YI2T,9104,2026-03-31,ikeda-junichiro,Ikeda Junichiro,148000000,0,1
S100YI2T,9104,2026-03-31,hashimoto-takeshi,Hashimoto Takeshi,243000000,0,1
S100YI2T,9104,2026-03-31,toshinobu-shinoda,Toshinobu Shinoda,150000000,0,1
S100YI2T,9104,2026-03-31,hamazaki-kazuya,Hamazaki Kazuya,137000000,0,1
S100YIB5,4819,2026-03-31,hayashi-kaoru,Hayashi Kaoru,346000000,0,1
S100YIB5,4819,2026-03-31,odori-keizo,Odori Keizo,139000000,0,1
S100YIBR,6305,2026-03-31,ray-kitic,Ray Kitic,130000000,0,0
S100YIBR,6305,2026-03-31,sandeep-singh,Sandeep Singh,115000000,0,0
S100YID4,3291,2026-03-31,sato-chihiro,Sato Chihiro,104000000,0,1
S100YBLA,8802,2026-03-31,nakajima-atsushi,Nakajima Atsushi,247000000,0,1
S100YBLA,8802,2026-03-31,yoshida-jyunichi,Yoshida Jyunichi,181000000,0,1
S100YBLA,8802,2026-03-31,fujioka-yuuji,Fujioka Yuuji,141000000,0,0
S100YBLA,8802,2026-03-31,kawabata-ryozo,Kawabata Ryozo,122000000,0,0
S100YBLA,8802,2026-03-31,naganuma-bunroku,Naganuma Bunroku,118000000,0,0
S100YBLA,8802,2026-03-31,yutaro-yotsuzuka,Yutaro Yotsuzuka,118000000,0,1
S100YBLA,8802,2026-03-31,araki-haruhiko,Araki Haruhiko,114000000,0,0
S100YBQV,5706,2026-03-31,nou-takeshi,Nou Takeshi,161000000,0,1
S100YBQV,5706,2026-03-31,ikenobu-seiji,Ikenobu Seiji,111000000,0,1
S100YBQV,5706,2026-03-31,okabe-masato,Okabe Masato,118000000,0,1
S100YC7J,9503,2025-03-31,mori-nozomu,Mori Nozomu,87000000,1,1
S100YC7J,9503,2025-03-31,araki-makoto,Araki Makoto,64000000,1,1
S100YC7J,9503,2025-03-31,ogawa-hiroshi,Ogawa Hiroshi,60000000,1,1
S100YC7J,9503,2025-03-31,shimamoto-yasuji,Shimamoto Yasuji,36000000,1,1
S100YC7J,9503,2025-03-31,nishizawa-nobuhiro,Nishizawa Nobuhiro,36000000,1,1
S100YCF0,5801,2026-03-31,moridaira-hideya,Moridaira Hideya,119000000,0,1
S100YD3Q,2902,2026-03-31,yamazaki-yoshiki,Yamazaki Yoshiki,133633000,0,0
S100YD3Q,2902,2026-03-31,yamazaki-naganori,Yamazaki Naganori,119936000,0,0
S100YDOK,9503,2024-03-31,mori-nozomu,Mori Nozomu,38000000,1,1
S100YDOK,9503,2024-03-31,inada-koji,Inada Koji,42000000,1,0
S100YDOK,9503,2024-03-31,araki-makoto,Araki Makoto,44000000,1,1
S100YDOK,9503,2024-03-31,shimamoto-yasuji,Shimamoto Yasuji,35000000,1,1
S100YDOK,9503,2024-03-31,nishizawa-nobuhiro,Nishizawa Nobuhiro,38000000,1,1
S100YE5Q,4042,2026-03-31,kuwada-mamoru,Kuwada Mamoru,132000000,0,1
S100YERJ,6923,2026-03-31,kaizumi-yasuaki,Kaizumi Yasuaki,225000000,0,1
S100YFQL,6367,2026-03-31,togawa-masanori,Togawa Masanori,429000000,0,1
S100YFQL,6367,2026-03-31,takenaka-naofumi,Takenaka Naofumi,306000000,0,1
S100YFQL,6367,2026-03-31,kanwal-jeet-jawa,Kanwal Jeet Jawa,223000000,0,1
S100YFQL,6367,2026-03-31,takahashi-koichi,Takahashi Koichi,183000000,0,1
S100YFXZ,9503,2026-03-31,mori-nozomu,Mori Nozomu,97000000,1,1
S100YFXZ,9503,2026-03-31,araki-makoto,Araki Makoto,70000000,1,1
S100YFXZ,9503,2026-03-31,ogawa-hiroshi,Ogawa Hiroshi,70000000,1,1
S100YFXZ,9503,2026-03-31,shimamoto-yasuji,Shimamoto Yasuji,36000000,1,1
S100YFXZ,9503,2026-03-31,nishizawa-nobuhiro,Nishizawa Nobuhiro,36000000,1,1
S100YG7B,5393,2026-03-31,kametsu-katsumi,Kametsu Katsumi,117000000,0,1
S100YGGI,1812,2026-03-31,oshimi-yoshikazu,Oshimi Yoshikazu,222000000,0,1
S100YGGI,1812,2026-03-31,amano-hiromasa,Amano Hiromasa,236000000,0,0
S100YGGI,1812,2026-03-31,koshijima-keisuke,Koshijima Keisuke,209000000,0,1
S100YGGI,1812,2026-03-31,kazama-masaru,Kazama Masaru,154000000,0,1
S100YGGI,1812,2026-03-31,ishikawa-hiroshi,Ishikawa Hiroshi,150000000,0,1
S100YGGI,1812,2026-03-31,katsumi-takeshi,Katsumi Takeshi,150000000,0,1
S100YGNL,3107,2026-03-31,nishimura-yukihiro,Nishimura Yukihiro,128000000,0,1
S100YGRD,3407,2026-03-31,kobori-hideki,Kobori Hideki,157000000,0,1
S100YGRD,3407,2026-03-31,kudo-koshiro,Kudo Koshiro,209000000,0,1
S100YH1G,3569,2026-03-31,kawada-tatsuo,Kawada Tatsuo,233000000,0,1
S100YH1G,3569,2026-03-31,ki-u,Ki U,195000000,0,1
S100YH1G,3569,2026-03-31,yamada-hideyuki,Yamada Hideyuki,158000000,0,1
S100YH1G,3569,2026-03-31,kawada-koji,Kawada Koji,133000000,0,1
S100YH1G,3569,2026-03-31,katsuki-tomofumi,Katsuki Tomofumi,109000000,0,1
S100YHH0,7634,2026-03-31,hoshi-masanari,Hoshi Masanari,168000000,0,1
S100YHHQ,7276,2026-03-31,otake-masahiro,Otake Masahiro,189000000,0,1
S100YHHQ,7276,2026-03-31,kato-michiaki,Kato Michiaki,177000000,0,1
S100YHHQ,7276,2026-03-31,uchiyama-masami,Uchiyama Masami,109000000,0,1
S100YHJQ,9936,2026-03-31,watanabe-naoto,Watanabe Naoto,197000000,0,1
S100YHJV,167A,2026-03-31,nakamura-moritaka,Nakamura Moritaka,120000000,0,1
S100YHL0,7867,2026-03-31,kojima-kazuhiro,Kojima Kazuhiro,120000000,0,1
S100YHL0,7867,2026-03-31,tomiyama-akio,Tomiyama Akio,120000000,0,1
S100YHM2,8050,2026-03-31,hattori-shinji,Hattori Shinji,280000000,0,1
S100YHM2,8050,2026-03-31,takahashi-shuji,Takahashi Shuji,147000000,0,1
S100YHPM,6237,2026-03-31,fujinaka-shigeru,Fujinaka Shigeru,240710000,0,1
S100YHPM,6237,2026-03-31,uchida-hideki,Uchida Hideki,143279000,0,1
S100YHPY,6981,2026-03-31,nakajima-norio,Nakajima Norio,177000000,0,1
S100YHPY,6981,2026-03-31,iwatsubo-hiroshi,Iwatsubo Hiroshi,117000000,0,1
S100YHUO,8801,2026-03-31,komoda-masanobu,Komoda Masanobu,548000000,0,1
S100YHUO,8801,2026-03-31,ueda-takashi,Ueda Takashi,611000000,0,1
S100YHUO,8801,2026-03-31,yamamoto-takashi,Yamamoto Takashi,227000000,0,1
S100YHUO,8801,2026-03-31,suzuki-shingo,Suzuki Shingo,170000000,0,1
S100YHUO,8801,2026-03-31,tokuda-makoto,Tokuda Makoto,168000000,0,1
S100YHUO,8801,2026-03-31,saito-yutaka,Saito Yutaka,131000000,0,1
S100YHUO,8801,2026-03-31,mochimaru-nobuhiko,Mochimaru Nobuhiko,131000000,0,1
S100YHUO,8801,2026-03-31,kaito-akiko,Kaito Akiko,110000000,0,1
S100YHW4,4686,2026-03-31,sekinada-kyotaro,Sekinada Kyotaro,148000000,0,1
S100YHX6,7177,2025-12-31,takashima-hideyuki,Takashima Hideyuki,144000000,0,1
S100YHXW,3289,2026-03-31,kiyoshi-kanazashi,Kiyoshi Kanazashi,167000000,0,1
S100YHXW,3289,2026-03-31,hironori-nishikawa,Hironori Nishikawa,167000000,0,1
S100YHXW,3289,2026-03-31,hoshino-hiroaki,Hoshino Hiroaki,133000000,0,1
S100YHXW,3289,2026-03-31,shouhei-kimura,Shouhei Kimura,125000000,0,1
S100YHXW,3289,2026-03-31,kobayashi-shunichi,Kobayashi Shunichi,121000000,0,1
S100YHXW,3289,2026-03-31,ikeuchi-takashi,Ikeuchi Takashi,121000000,0,1
S100YHZG,7011,2026-03-31,izumisawa-seiji,Izumisawa Seiji,332000000,0,1
S100YHZG,7011,2026-03-31,ito-eisaku,Ito Eisaku,276000000,0,1
S100YHZG,7011,2026-03-31,suematsu-masayuki,Suematsu Masayuki,110000000,0,1
S100YHZG,7011,2026-03-31,nishio-hiroshi,Nishio Hiroshi,55000000,1,1
S100YI0D,6804,2026-03-31,furuhashi-kenji,Furuhashi Kenji,162000000,0,1
S100YI1U,9401,2026-03-31,abe-ryujiro,Abe Ryujiro,112000000,0,1
S100YI3A,5021,2026-03-31,kiriyama-hiroshi,Kiriyama Hiroshi,176000000,0,1
S100YI3A,5021,2026-03-31,yamada-shigeru,Yamada Shigeru,206000000,0,1
S100YI52,9076,2026-03-31,taguchi-yoshitaka,Taguchi Yoshitaka,119000000,0,1
S100YI5D,8830,2026-03-31,onodera-kenichi,Onodera Kenichi,195000000,0,1
S100YI5D,8830,2026-03-31,nishima-kojun,Nishima Kojun,216000000,0,1
S100YI5D,8830,2026-03-31,kobayashi-masato,Kobayashi Masato,165000000,0,1
S100YI5D,8830,2026-03-31,odai-yoshiyuki,Odai Yoshiyuki,153000000,0,1
S100YI5D,8830,2026-03-31,katayama-hisatoshi,Katayama Hisatoshi,117000000,0,1
S100YI6G,7523,2026-03-31,nozawa-katsumi,Nozawa Katsumi,274909000,0,1
S100YIA1,5757,2026-03-31,tsuriya-hiroyuki,Tsuriya Hiroyuki,140000000,0,1
S100YIAY,7911,2026-03-31,kaneko-shingo,Kaneko Shingo,206000000,0,1
S100YIAY,7911,2026-03-31,maro-hideharu,Maro Hideharu,199000000,0,1
S100YIBH,4901,2026-03-31,sukeno-kenji,Sukeno Kenji,297000000,0,1
S100YIBH,4901,2026-03-31,goto-teiichi,Goto Teiichi,341000000,0,1
S100YIBH,4901,2026-03-31,higuchi-masayuki,Higuchi Masayuki,155000000,0,1
S100YIBH,4901,2026-03-31,hama-naoki,Hama Naoki,203000000,0,1
S100YIBH,4901,2026-03-31,yoshizawa-chisato,Yoshizawa Chisato,155000000,0,1
S100YIBH,4901,2026-03-31,ito-yoji,Ito Yoji,122000000,0,1
S100YIFD,4118,2026-03-31,sugawara-kimikazu,Sugawara Kimikazu,117000000,0,1
S100YIFD,4118,2026-03-31,fujii-kazuhiko,Fujii Kazuhiko,117000000,0,1
S100YIGB,1975,2026-03-31,takasu-yasutomo,Takasu Yasutomo,102000000,0,1
S100YIGL,9311,2026-03-31,kimura-tomomi,Kimura Tomomi,219199000,0,1
S100YIIM,9616,2026-03-31,ishizuka-haruhisa,Ishizuka Haruhisa,379000000,0,1
S100YIIM,9616,2026-03-31,nakamura-koji,Nakamura Koji,160000000,0,1
S100YIIM,9616,2026-03-31,ohara-yasuo,Ohara Yasuo,103000000,0,1
S100YIIM,9616,2026-03-31,takaku-manabu,Takaku Manabu,104000000,0,1
S100YIJB,7874,2026-03-31,aoki-mitsuo,Aoki Mitsuo,128000000,0,1
S100YIJB,7874,2026-03-31,aoki-isamu,Aoki Isamu,146000000,0,1
S100YIKX,5970,2026-03-31,takao-naohiro,Takao Naohiro,108000000,0,1
S100YILP,2269,2026-03-31,matsuda-katsunari,Matsuda Katsunari,145000000,0,1
S100YILP,2269,2026-03-31,yao-bunjiro,Yao Bunjiro,123000000,0,1
S100YIML,4021,2026-03-31,kinoshita-kojiro,Kinoshita Kojiro,100000000,0,1
S100YIML,4021,2026-03-31,yagi-shinsuke,Yagi Shinsuke,100000000,0,1
S100YINW,5016,2026-03-31,murayama-seiichi,Murayama Seiichi,123000000,0,1
S100YINW,5016,2026-03-31,hayashi-yoichi,Hayashi Yoichi,130000000,0,1
S100YIOW,4966,2026-03-31,uemura-hiroya,Uemura Hiroya,533000000,0,1
S100YIRG,8897,2026-03-31,shimada-kazuichi,Shimada Kazuichi,127000000,0,1
S100YISS,6479,2026-03-31,kainuma-yoshihisa,Kainuma Yoshihisa,397979000,0,1
S100YISS,6479,2026-03-31,yoshida-katsuhiko,Yoshida Katsuhiko,158082000,0,1
S100YISS,6479,2026-03-31,iwaya-ryozo,Iwaya Ryozo,135555000,0,1
S100YITC,1802,2026-03-31,takeo-obayashi,Takeo Obayashi,130000000,0,1
S100YITC,1802,2026-03-31,toshimi-sato,Toshimi Sato,188000000,0,1
S100YITC,1802,2026-03-31,atsushi-sasagawa,Atsushi Sasagawa,100000000,0,1
S100YITH,7717,2026-03-31,sugimoto-shigeto,Sugimoto Shigeto,142000000,0,1
S100YIY6,9856,2026-03-31,bando-tetsuyuki,Bando Tetsuyuki,365000000,0,1
S100YIY6,9856,2026-03-31,inoue-hisanao,Inoue Hisanao,241000000,0,1
S100YJ0H,2790,2026-03-31,ishida-yoshiko,Ishida Yoshiko,141000000,0,1
S100YJ18,285A,2026-03-31,ota-hiroo,Ota Hiroo,794000000,0,0
S100YJ18,285A,2026-03-31,stacy-j-smith,Stacy J Smith,3808000000,0,1
S100YJ5I,8803,2026-03-31,tsuchimoto-kiyoyuki,Tsuchimoto Kiyoyuki,104000000,0,1
S100YJ5L,429A,2026-03-31,michael-g-hadsell,Michael G Hadsell,217000000,0,1
S100YJ6N,5713,2026-03-31,nozaki-akira,Nozaki Akira,142000000,0,1
S100YJ6N,5713,2026-03-31,matsumoto-nobuhiro,Matsumoto Nobuhiro,147000000,0,1
S100YJDW,6806,2026-03-31,ishi-kazunori,Ishi Kazunori,114000000,0,1
S100YJDW,6806,2026-03-31,kamagata-shin,Kamagata Shin,115000000,0,1
S100YJF1,8869,2026-03-31,harada-hideaki,Harada Hideaki,237000000,0,1
S100YJFL,6436,2026-03-31,tsuda-hiroyuki,Tsuda Hiroyuki,152000000,0,1
S100YJFL,6436,2026-03-31,yamazaki-manabu,Yamazaki Manabu,137000000,0,1
S100YJPC,2980,2026-03-31,nishiyama-kazuo,Nishiyama Kazuo,101852000,0,1
S100YJPK,6420,2026-03-31,fukushima-go,Fukushima Go,100000000,0,1
S100YJQO,8306,2026-03-31,mike-kanetsugu,Mike Kanetsugu,200000000,0,1
S100YJQO,8306,2026-03-31,kamezawa-hironori,Kamezawa Hironori,357000000,0,1
S100YJQO,8306,2026-03-31,hanzawa-junichi,Hanzawa Junichi,314000000,0,1
S100YJQO,8306,2026-03-31,kobayashi-makoto,Kobayashi Makoto,236000000,0,1
S100YJQO,8306,2026-03-31,kubota-hiroshi,Kubota Hiroshi,216000000,0,1
S100YJQO,8306,2026-03-31,miyashita-yutaka,Miyashita Yutaka,143000000,0,0
S100YJQO,8306,2026-03-31,nakahama-fumitaka,Nakahama Fumitaka,143000000,0,0
S100YJQO,8306,2026-03-31,seki-hiroyuki,Seki Hiroyuki,187000000,0,0
S100YJQO,8306,2026-03-31,yokoyama-shuichi,Yokoyama Shuichi,127000000,0,0
S100YJQO,8306,2026-03-31,itagaki-yasushi,Itagaki Yasushi,161000000,0,0
S100YJQO,8306,2026-03-31,ihara-takafumi,Ihara Takafumi,158000000,0,0
S100YJQO,8306,2026-03-31,togawa-jun,Togawa Jun,126000000,0,0
S100YJQO,8306,2026-03-31,osawa-masakazu,Osawa Masakazu,145000000,0,0
S100YJQO,8306,2026-03-31,takase-hideaki,Takase Hideaki,145000000,0,0
S100YJQO,8306,2026-03-31,tsukiyama-keitaro,Tsukiyama Keitaro,109000000,0,0
S100YJQO,8306,2026-03-31,ochi-toshiki,Ochi Toshiki,109000000,0,0
S100YJQO,8306,2026-03-31,yamamoto-tadashi,Yamamoto Tadashi,110000000,0,0
S100YJQO,8306,2026-03-31,yokomaku-katsunori,Yokomaku Katsunori,107000000,0,0
S100YJUW,520A,2026-03-31,yoshitake-masuhiro,Yoshitake Masuhiro,140400000,0,1
S100YJUW,520A,2026-03-31,masuyama-keichi,Masuyama Keichi,122920000,0,0
S100Y9NX,7974,2026-03-31,furukawa-shuntaro,Furukawa Shuntaro,318000000,0,1
S100Y9NX,7974,2026-03-31,miyamoto-shigeru,Miyamoto Shigeru,246000000,0,1
S100Y9NX,7974,2026-03-31,takahashi-shinya,Takahashi Shinya,186000000,0,1
S100Y9NX,7974,2026-03-31,shibata-satoru,Shibata Satoru,164000000,0,1
S100YCJX,4661,2026-03-31,kagami-toshio,Kagami Toshio,104000000,0,1
S100YF9Q,6378,2026-03-31,kobayashi-yasumasa,Kobayashi Yasumasa,105000000,0,1
S100YFJK,1878,2026-03-31,takeuchi-kei,Takeuchi Kei,252000000,0,1
S100YFJK,1878,2026-03-31,mori-yoshihiro,Mori Yoshihiro,137000000,0,1
S100YFJK,1878,2026-03-31,amano-yutaka,Amano Yutaka,115000000,0,1
S100YFJK,1878,2026-03-31,tanaka-yoshimasa,Tanaka Yoshimasa,113000000,0,1
S100YFJK,1878,2026-03-31,okamoto-tsukasa,Okamoto Tsukasa,107000000,0,1
S100YG4D,6457,2026-03-31,miwa-motozumi,Miwa Motozumi,110000000,0,1
S100YG4D,6457,2026-03-31,harada-akihiro,Harada Akihiro,134000000,0,1
S100YG9D,9364,2026-03-31,fukai-yoshihiro,Fukai Yoshihiro,106000000,0,1
S100YGJ0,6644,2026-03-31,watanabe-yoshihide,Watanabe Yoshihide,117000000,0,1
S100YGVD,5444,2026-03-31,inoue-hiroyuki,Inoue Hiroyuki,118000000,0,1
S100YGVD,5444,2026-03-31,kobayashi-mikio,Kobayashi Mikio,115000000,0,1
S100YHJP,1719,2026-03-31,kuniya-kazuhiko,Kuniya Kazuhiko,101000000,0,1
S100YHUD,9956,2026-03-31,tashiro-masami,Tashiro Masami,183000000,0,1
S100YHW8,9027,2026-03-31,kimura-terumi,Kimura Terumi,107000000,0,1
S100YHXU,2433,2026-03-31,mizushima-masayuki,Mizushima Masayuki,123000000,0,1
S100YI30,6417,2026-03-31,busujima-hideyuki,Busujima Hideyuki,898000000,0,1
S100YI30,6417,2026-03-31,ogura-toshio,Ogura Toshio,103000000,0,1
S100YI4V,6507,2026-03-31,buto-shozo,Buto Shozo,130000000,0,1
