# English (Hepburn) municipality names, keyed on the five-digit municipality
# code (全国地方公共団体コード).
#
# city_en / pref_en come from Japan Post's romanized zipcode data (KEN_ALL_ROME,
# downloaded 2026-08-28, https://www.post.japanpost.jp/zipcode/download.html);
# Hamamatsu's pre-2024 wards romanized manually.
#
# city_ja is the same municipality's Japanese name, joined on the code from
# equity/gazetteer_municipalities.csv (Geolonia japanese-addresses, CC BY 4.0).
# It is here so a source that names a municipality in Japanese but gives no
# code -- the Tourism Agency's accommodation survey, for one -- can still be
# matched to a published romanization instead of one invented here.
#
# Aggregate rows (prefecture totals, designated-city totals, 郡 subtotals) are
# NOT in this file: they are derived from their members in app/place_en.py.
code,city_en,pref_en,city_ja
07202,Aizuwakamatsu-shi,Fukushima,会津若松市
07203,Koriyama-shi,Fukushima,郡山市
07204,Iwaki-shi,Fukushima,いわき市
07205,Shirakawa-shi,Fukushima,白河市
07207,Sukagawa-shi,Fukushima,須賀川市
07208,Kitakata-shi,Fukushima,喜多方市
07209,Soma-shi,Fukushima,相馬市
07210,Nihommatsu-shi,Fukushima,二本松市
07211,Tamura-shi,Fukushima,田村市
07212,Minamisoma-shi,Fukushima,南相馬市
07213,Date-shi,Fukushima,伊達市
07214,Motomiya-shi,Fukushima,本宮市
07301,Date-gun Kori-machi,Fukushima,伊達郡桑折町
07303,Date-gun Kunimi-machi,Fukushima,伊達郡国見町
07308,Date-gun Kawamata-machi,Fukushima,伊達郡川俣町
07322,Adachi-gun Otama-mura,Fukushima,安達郡大玉村
07342,Iwase-gun Kagamiishi-machi,Fukushima,岩瀬郡鏡石町
07344,Iwase-gun Tenei-mura,Fukushima,岩瀬郡天栄村
07362,Minamiaizu-gun Shimogo-machi,Fukushima,南会津郡下郷町
07364,Minamiaizu-gun Hinoemata-mura,Fukushima,南会津郡檜枝岐村
07367,Minamiaizu-gun Tadami-machi,Fukushima,南会津郡只見町
07368,Minamiaizu-gun Minamiaizu-machi,Fukushima,南会津郡南会津町
07402,Yama-gun Kitashiobara-mura,Fukushima,耶麻郡北塩原村
07405,Yama-gun Nishiaizu-machi,Fukushima,耶麻郡西会津町
07407,Yama-gun Bandai-machi,Fukushima,耶麻郡磐梯町
07408,Yama-gun Inawashiro-machi,Fukushima,耶麻郡猪苗代町
07421,Kawanuma-gun Aizubange-machi,Fukushima,河沼郡会津坂下町
07422,Kawanuma-gun Yugawa-mura,Fukushima,河沼郡湯川村
07423,Kawanuma-gun Yanaizu-machi,Fukushima,河沼郡柳津町
07444,Onuma-gun Mishima-machi,Fukushima,大沼郡三島町
07445,Onuma-gun Kaneyama-machi,Fukushima,大沼郡金山町
07446,Onuma-gun Showa-mura,Fukushima,大沼郡昭和村
07447,Onuma-gun Aizumisato-machi,Fukushima,大沼郡会津美里町
07461,Nishishirakawa-gun Nishigo-mura,Fukushima,西白河郡西郷村
07464,Nishishirakawa-gun Izumizaki-mura,Fukushima,西白河郡泉崎村
07465,Nishishirakawa-gun Nakajima-mura,Fukushima,西白河郡中島村
07466,Nishishirakawa-gun Yabuki-machi,Fukushima,西白河郡矢吹町
07481,Higashishirakawa-gun Tanagura-machi,Fukushima,東白川郡棚倉町
07482,Higashishirakawa-gun Yamatsuri Mach,Fukushima,東白川郡矢祭町
07483,Higashishirakawa-gun Hanawa-machi,Fukushima,東白川郡塙町
07484,Higashishirakawa-gun Samegawa-mura,Fukushima,東白川郡鮫川村
07501,Ishikawa-gun Ishikawa-machi,Fukushima,石川郡石川町
07502,Ishikawa-gun Tamakawa-mura,Fukushima,石川郡玉川村
07503,Ishikawa-gun Hirata-mura,Fukushima,石川郡平田村
07504,Ishikawa-gun Asakawa-machi,Fukushima,石川郡浅川町
07505,Ishikawa-gun Furudono-machi,Fukushima,石川郡古殿町
07521,Tamura-gun Miharu-machi,Fukushima,田村郡三春町
07522,Tamura-gun Ono-machi,Fukushima,田村郡小野町
07541,Futaba-gun Hirono-machi,Fukushima,双葉郡広野町
07542,Futaba-gun Naraha-machi,Fukushima,双葉郡楢葉町
07543,Futaba-gun Tomioka-machi,Fukushima,双葉郡富岡町
07544,Futaba-gun Kawauchi-mura,Fukushima,双葉郡川内村
07545,Futaba-gun Okuma-machi,Fukushima,双葉郡大熊町
07546,Futaba-gun Futaba-machi,Fukushima,双葉郡双葉町
07547,Futaba-gun Namie-machi,Fukushima,双葉郡浪江町
07548,Futaba-gun Katsurao-mura,Fukushima,双葉郡葛尾村
07561,Soma-gun Shinchi-machi,Fukushima,相馬郡新地町
07564,Soma-gun Iitate-mura,Fukushima,相馬郡飯舘村
08201,Mito-shi,Ibaraki,水戸市
08202,Hitachi-shi,Ibaraki,日立市
08203,Tsuchiura-shi,Ibaraki,土浦市
08204,Koga-shi,Ibaraki,古河市
08205,Ishioka-shi,Ibaraki,石岡市
08207,Yuki-shi,Ibaraki,結城市
08208,Ryugasaki-shi,Ibaraki,龍ヶ崎市
08210,Shimotsuma-shi,Ibaraki,下妻市
08211,Joso-shi,Ibaraki,常総市
08212,Hitachiota-shi,Ibaraki,常陸太田市
08214,Takahagi-shi,Ibaraki,高萩市
08215,Kitaibaraki-shi,Ibaraki,北茨城市
08216,Kasama-shi,Ibaraki,笠間市
08217,Toride-shi,Ibaraki,取手市
08219,Ushiku-shi,Ibaraki,牛久市
08220,Tsukuba-shi,Ibaraki,つくば市
08221,Hitachinaka-shi,Ibaraki,ひたちなか市
08222,Kashima-shi,Ibaraki,鹿嶋市
08223,Itako-shi,Ibaraki,潮来市
08224,Moriya-shi,Ibaraki,守谷市
08225,Hitachiomiya-shi,Ibaraki,常陸大宮市
08226,Naka-shi,Ibaraki,那珂市
08227,Chikusei-shi,Ibaraki,筑西市
08228,Bando-shi,Ibaraki,坂東市
08229,Inashiki-shi,Ibaraki,稲敷市
08230,Kasumigaura-shi,Ibaraki,かすみがうら市
08231,Sakuragawa-shi,Ibaraki,桜川市
08232,Kamisu-shi,Ibaraki,神栖市
08233,Namegata-shi,Ibaraki,行方市
08234,Hokota-shi,Ibaraki,鉾田市
08235,Tsukubamirai-shi,Ibaraki,つくばみらい市
08236,Omitama-shi,Ibaraki,小美玉市
08302,Higashiibaraki-gun Ibaraki-machi,Ibaraki,東茨城郡茨城町
08309,Higashiibaraki-gun Oarai-machi,Ibaraki,東茨城郡大洗町
08310,Higashiibaraki-gun Shirosato-machi,Ibaraki,東茨城郡城里町
08341,Naka-gun Tokai-mura,Ibaraki,那珂郡東海村
08364,Kuji-gun Daigo-machi,Ibaraki,久慈郡大子町
08442,Inashiki-gun Miho-mura,Ibaraki,稲敷郡美浦村
08443,Inashiki-gun Ami-machi,Ibaraki,稲敷郡阿見町
08447,Inashiki-gun Kawachi-machi,Ibaraki,稲敷郡河内町
08521,Yuki-gun Yachiyo-machi,Ibaraki,結城郡八千代町
08542,Sashima-gun Goka-machi,Ibaraki,猿島郡五霞町
08546,Sashima-gun Sakai-machi,Ibaraki,猿島郡境町
08564,Kitasoma-gun Tone-machi,Ibaraki,北相馬郡利根町
09201,Utsunomiya-shi,Tochigi,宇都宮市
09202,Ashikaga-shi,Tochigi,足利市
09203,Tochigi-shi,Tochigi,栃木市
09204,Sano-shi,Tochigi,佐野市
09205,Kanuma-shi,Tochigi,鹿沼市
09206,Nikko-shi,Tochigi,日光市
09208,Oyama-shi,Tochigi,小山市
09209,Moka-shi,Tochigi,真岡市
09210,Otawara-shi,Tochigi,大田原市
09211,Yaita-shi,Tochigi,矢板市
09213,Nasushiobara-shi,Tochigi,那須塩原市
09214,Sakura-shi,Tochigi,さくら市
09215,Nasukarasuyama-shi,Tochigi,那須烏山市
09216,Shimotsuke-shi,Tochigi,下野市
09301,Kawachi-gun Kaminokawa-machi,Tochigi,河内郡上三川町
09342,Haga-gun Mashiko-machi,Tochigi,芳賀郡益子町
09343,Haga-gun Motegi-machi,Tochigi,芳賀郡茂木町
09344,Haga-gun Ichikai-machi,Tochigi,芳賀郡市貝町
09345,Haga-gun Haga-machi,Tochigi,芳賀郡芳賀町
09361,Shimotsuga-gun Mibu-machi,Tochigi,下都賀郡壬生町
09364,Shimotsuga-gun Nogi-machi,Tochigi,下都賀郡野木町
09384,Shioya-gun Shioya-machi,Tochigi,塩谷郡塩谷町
09386,Shioya-gun Takanezawa-machi,Tochigi,塩谷郡高根沢町
09407,Nasu-gun Nasu-machi,Tochigi,那須郡那須町
09411,Nasu-gun Nakagawa-machi,Tochigi,那須郡那珂川町
10201,Maebashi-shi,Gumma,前橋市
10202,Takasaki-shi,Gumma,高崎市
10203,Kiryu-shi,Gumma,桐生市
10204,Isesaki-shi,Gumma,伊勢崎市
10205,Ota-shi,Gumma,太田市
10206,Numata-shi,Gumma,沼田市
10207,Tatebayashi-shi,Gumma,館林市
10208,Shibukawa-shi,Gumma,渋川市
10209,Fujioka-shi,Gumma,藤岡市
10210,Tomioka-shi,Gumma,富岡市
10211,Annaka-shi,Gumma,安中市
10212,Midori-shi,Gumma,みどり市
10344,Kitagumma-gun Shinto-mura,Gumma,北群馬郡榛東村
10345,Kitagumma-gun Yoshioka-machi,Gumma,北群馬郡吉岡町
10366,Tano-gun Ueno-mura,Gumma,多野郡上野村
10367,Tano-gun Kanna-machi,Gumma,多野郡神流町
10382,Kanra-gun Shimonita-machi,Gumma,甘楽郡下仁田町
10383,Kanra-gun Nammoku-mura,Gumma,甘楽郡南牧村
10384,Kanra-gun Kanra-machi,Gumma,甘楽郡甘楽町
10421,Agatsuma-gun Nakanojo-machi,Gumma,吾妻郡中之条町
10424,Agatsuma-gun Naganohara-machi,Gumma,吾妻郡長野原町
10425,Agatsuma-gun Tsumagoi-mura,Gumma,吾妻郡嬬恋村
10426,Agatsuma-gun Kusatsu-machi,Gumma,吾妻郡草津町
10428,Agatsuma-gun Takayama-mura,Gumma,吾妻郡高山村
10429,Agatsuma-gun Higashiagatsuma-machi,Gumma,吾妻郡東吾妻町
10443,Tone-gun Katashina-mura,Gumma,利根郡片品村
10444,Tone-gun Kawaba-mura,Gumma,利根郡川場村
10448,Tone-gun Showa-mura,Gumma,利根郡昭和村
10449,Tone-gun Minakami-machi,Gumma,利根郡みなかみ町
10464,Sawa-gun Tamamura-machi,Gumma,佐波郡玉村町
10521,Ora-gun Itakura-machi,Gumma,邑楽郡板倉町
10522,Ora-gun Meiwa-machi,Gumma,邑楽郡明和町
10523,Ora-gun Chiyoda-machi,Gumma,邑楽郡千代田町
10524,Ora-gun Oizumi-machi,Gumma,邑楽郡大泉町
10525,Ora-gun Ora-machi,Gumma,邑楽郡邑楽町
11101,Saitama-shi Nishi-ku,Saitama,さいたま市西区
11102,Saitama-shi Kita-ku,Saitama,さいたま市北区
11103,Saitama-shi Omiya-ku,Saitama,さいたま市大宮区
11104,Saitama-shi Minuma-ku,Saitama,さいたま市見沼区
11105,Saitama-shi Chuo-ku,Saitama,さいたま市中央区
11106,Saitama-shi Sakura-ku,Saitama,さいたま市桜区
11107,Saitama-shi Urawa-ku,Saitama,さいたま市浦和区
11108,Saitama-shi Minami-ku,Saitama,さいたま市南区
11109,Saitama-shi Midori-ku,Saitama,さいたま市緑区
11110,Saitama-shi Iwatsuki-ku,Saitama,さいたま市岩槻区
11201,Kawagoe-shi,Saitama,川越市
11202,Kumagaya-shi,Saitama,熊谷市
11203,Kawaguchi-shi,Saitama,川口市
11206,Gyoda-shi,Saitama,行田市
11207,Chichibu-shi,Saitama,秩父市
11208,Tokorozawa-shi,Saitama,所沢市
11209,Hanno-shi,Saitama,飯能市
11210,Kazo-shi,Saitama,加須市
11211,Honjo-shi,Saitama,本庄市
11212,Higashimatsuyama-shi,Saitama,東松山市
11214,Kasukabe-shi,Saitama,春日部市
11215,Sayama-shi,Saitama,狭山市
11216,Hanyu-shi,Saitama,羽生市
11217,Konosu-shi,Saitama,鴻巣市
11218,Fukaya-shi,Saitama,深谷市
11219,Ageo-shi,Saitama,上尾市
11221,Soka-shi,Saitama,草加市
11222,Koshigaya-shi,Saitama,越谷市
11223,Warabi-shi,Saitama,蕨市
11224,Toda-shi,Saitama,戸田市
11225,Iruma-shi,Saitama,入間市
11227,Asaka-shi,Saitama,朝霞市
11228,Shiki-shi,Saitama,志木市
11229,Wako-shi,Saitama,和光市
11230,Niiza-shi,Saitama,新座市
11231,Okegawa-shi,Saitama,桶川市
11232,Kuki-shi,Saitama,久喜市
11233,Kitamoto-shi,Saitama,北本市
11234,Yashio-shi,Saitama,八潮市
11235,Fujimi-shi,Saitama,富士見市
11237,Misato-shi,Saitama,三郷市
11238,Hasuda-shi,Saitama,蓮田市
11239,Sakado-shi,Saitama,坂戸市
11240,Satte-shi,Saitama,幸手市
11241,Tsurugashima-shi,Saitama,鶴ヶ島市
11242,Hidaka-shi,Saitama,日高市
11243,Yoshikawa-shi,Saitama,吉川市
11245,Fujimino-shi,Saitama,ふじみ野市
11246,Shiraoka-shi,Saitama,白岡市
11301,Kitaadachi-gun Ina-machi,Saitama,北足立郡伊奈町
11324,Iruma-gun Miyoshi-machi,Saitama,入間郡三芳町
11326,Iruma-gun Moroyama-machi,Saitama,入間郡毛呂山町
11327,Iruma-gun Ogose-machi,Saitama,入間郡越生町
11341,Hiki-gun Namegawa-machi,Saitama,比企郡滑川町
11342,Hiki-gun Ranzan-machi,Saitama,比企郡嵐山町
11343,Hiki-gun Ogawa-machi,Saitama,比企郡小川町
11346,Hiki-gun Kawajima-machi,Saitama,比企郡川島町
11347,Hiki-gun Yoshimi-machi,Saitama,比企郡吉見町
11348,Hiki-gun Hatoyama-machi,Saitama,比企郡鳩山町
11349,Hiki-gun Tokigawa-machi,Saitama,比企郡ときがわ町
11361,Chichibu-gun Yokoze-machi,Saitama,秩父郡横瀬町
11362,Chichibu-gun Minano-machi,Saitama,秩父郡皆野町
11363,Chichibu-gun Nagatoro-machi,Saitama,秩父郡長瀞町
11365,Chichibu-gun Ogano-machi,Saitama,秩父郡小鹿野町
11369,Chichibu-gun Higashichichibu-mura,Saitama,秩父郡東秩父村
11381,Kodama-gun Misato-machi,Saitama,児玉郡美里町
11383,Kodama-gun Kamikawa-machi,Saitama,児玉郡神川町
11385,Kodama-gun Kamisato-machi,Saitama,児玉郡上里町
11408,Osato-gun Yorii-machi,Saitama,大里郡寄居町
11442,Minamisaitama-gun Miyashiro-machi,Saitama,南埼玉郡宮代町
11464,Kitakatsushika-gun Sugito-machi,Saitama,北葛飾郡杉戸町
11465,Kitakatsushika-gun Matsubushi-machi,Saitama,北葛飾郡松伏町
12101,Chiba-shi Chuo-ku,Chiba,千葉市中央区
12102,Chiba-shi Hanamigawa-ku,Chiba,千葉市花見川区
12103,Chiba-shi Inage-ku,Chiba,千葉市稲毛区
12104,Chiba-shi Wakaba-ku,Chiba,千葉市若葉区
12105,Chiba-shi Midori-ku,Chiba,千葉市緑区
12106,Chiba-shi Mihama-ku,Chiba,千葉市美浜区
12202,Choshi-shi,Chiba,銚子市
12203,Ichikawa-shi,Chiba,市川市
12204,Funabashi-shi,Chiba,船橋市
12205,Tateyama-shi,Chiba,館山市
12206,Kisarazu-shi,Chiba,木更津市
12207,Matsudo-shi,Chiba,松戸市
12208,Noda-shi,Chiba,野田市
12210,Mobara-shi,Chiba,茂原市
12211,Narita-shi,Chiba,成田市
12212,Sakura-shi,Chiba,佐倉市
12213,Togane-shi,Chiba,東金市
12215,Asahi-shi,Chiba,旭市
12216,Narashino-shi,Chiba,習志野市
12217,Kashiwa-shi,Chiba,柏市
12218,Katsura-shi,Chiba,勝浦市
12219,Ichihara-shi,Chiba,市原市
12220,Nagareyama-shi,Chiba,流山市
12221,Yachiyo-shi,Chiba,八千代市
12222,Abiko-shi,Chiba,我孫子市
12223,Kamogawa-shi,Chiba,鴨川市
12224,Kamagaya-shi,Chiba,鎌ヶ谷市
12225,Kimitsu-shi,Chiba,君津市
12226,Futtsu-shi,Chiba,富津市
12227,Urayasu-shi,Chiba,浦安市
12228,Yotsukaido-shi,Chiba,四街道市
12229,Sodegaura-shi,Chiba,袖ヶ浦市
12230,Yachimata-shi,Chiba,八街市
12231,Inzai-shi,Chiba,印西市
12232,Shiroi-shi,Chiba,白井市
12233,Tomisato-shi,Chiba,富里市
12234,Minamiboso-shi,Chiba,南房総市
12235,Sosa-shi,Chiba,匝瑳市
12236,Katori-shi,Chiba,香取市
12237,Sammu-shi,Chiba,山武市
12238,Isumi-shi,Chiba,いすみ市
12239,Oamishirasato-shi,Chiba,大網白里市
12322,Imba-gun Shisui-machi,Chiba,印旛郡酒々井町
12329,Imba-gun Sakae-machi,Chiba,印旛郡栄町
12342,Katori-gun Kozaki-machi,Chiba,香取郡神崎町
12347,Katori-gun Tako-machi,Chiba,香取郡多古町
12349,Katori-gun Tonosho-machi,Chiba,香取郡東庄町
12403,Sambu-gun Kujukuri-machi,Chiba,山武郡九十九里町
12409,Sambu-gun Shibayama-machi,Chiba,山武郡芝山町
12410,Sambu-gun Yokoshibahikari-machi,Chiba,山武郡横芝光町
12421,Chosei-gun Ichinomiya-machi,Chiba,長生郡一宮町
12422,Chosei-gun Mutsuzawa-machi,Chiba,長生郡睦沢町
12423,Chosei-gun Chosei-mura,Chiba,長生郡長生村
12424,Chosei-gun Shirako-machi,Chiba,長生郡白子町
12426,Chosei-gun Nagara-machi,Chiba,長生郡長柄町
12427,Chosei-gun Chonan-machi,Chiba,長生郡長南町
12441,Isumi-gun Otaki-machi,Chiba,夷隅郡大多喜町
12443,Isumi-gun Onjuku-machi,Chiba,夷隅郡御宿町
12463,Awa-gun Kyonan-machi,Chiba,安房郡鋸南町
13101,Chiyoda-ku,Tokyo,千代田区
13102,Chuo-ku,Tokyo,中央区
13103,Minato-ku,Tokyo,港区
13104,Shinjuku-ku,Tokyo,新宿区
13105,Bunkyo-ku,Tokyo,文京区
13106,Taito-ku,Tokyo,台東区
13107,Sumida-ku,Tokyo,墨田区
13108,Koto-ku,Tokyo,江東区
13109,Shinagawa-ku,Tokyo,品川区
13110,Meguro-ku,Tokyo,目黒区
13111,Ota-ku,Tokyo,大田区
13112,Setagaya-ku,Tokyo,世田谷区
13113,Shibuya-ku,Tokyo,渋谷区
13114,Nakano-ku,Tokyo,中野区
13115,Suginami-ku,Tokyo,杉並区
13116,Toshima-ku,Tokyo,豊島区
13117,Kita-ku,Tokyo,北区
13118,Arakawa-ku,Tokyo,荒川区
13119,Itabashi-ku,Tokyo,板橋区
13120,Nerima-ku,Tokyo,練馬区
13121,Adachi-ku,Tokyo,足立区
13122,Katsushika-ku,Tokyo,葛飾区
13123,Edogawa-ku,Tokyo,江戸川区
13201,Hachioji-shi,Tokyo,八王子市
13202,Tachikawa-shi,Tokyo,立川市
13203,Musashino-shi,Tokyo,武蔵野市
13204,Mitaka-shi,Tokyo,三鷹市
13205,Ome-shi,Tokyo,青梅市
13206,Fuchu-shi,Tokyo,府中市
13207,Akishima-shi,Tokyo,昭島市
13208,Chofu-shi,Tokyo,調布市
13209,Machida-shi,Tokyo,町田市
13210,Koganei-shi,Tokyo,小金井市
13211,Kodaira-shi,Tokyo,小平市
13212,Hino-shi,Tokyo,日野市
13213,Higashimurayama-shi,Tokyo,東村山市
13214,Kokubunji-shi,Tokyo,国分寺市
13215,Kunitachi-shi,Tokyo,国立市
13218,Fussa-shi,Tokyo,福生市
13219,Komae-shi,Tokyo,狛江市
13220,Higashiyamato-shi,Tokyo,東大和市
13221,Kiyose-shi,Tokyo,清瀬市
13222,Higashikurume-shi,Tokyo,東久留米市
13223,Musashimurayama-shi,Tokyo,武蔵村山市
13224,Tama-shi,Tokyo,多摩市
13225,Inagi-shi,Tokyo,稲城市
13227,Hamura-shi,Tokyo,羽村市
13228,Akiruno-shi,Tokyo,あきる野市
13229,Nishitokyo-shi,Tokyo,西東京市
13303,Nishitama-gun Mizuho-machi,Tokyo,西多摩郡瑞穂町
13305,Nishitama-gun Hinode-machi,Tokyo,西多摩郡日の出町
13307,Nishitama-gun Hinohara-mura,Tokyo,西多摩郡檜原村
13308,Nishitama-gun Okutama-machi,Tokyo,西多摩郡奥多摩町
13361,Oshima-machi,Tokyo,大島町
13363,Niijima-mura,Tokyo,新島村
13364,Kozushima-mura,Tokyo,神津島村
13381,Miyakejima Miyake-mura,Tokyo,三宅村
13382,Mikurajima-mura,Tokyo,御蔵島村
13401,Hachijojima Hachijo-machi,Tokyo,八丈町
13402,Aogashima-mura,Tokyo,青ヶ島村
13421,Ogasawara-mura,Tokyo,小笠原村
14101,Yokohama-shi Tsurumi-ku,Kanagawa,横浜市鶴見区
14102,Yokohama-shi Kanagawa-ku,Kanagawa,横浜市神奈川区
14103,Yokohama-shi Nishi-ku,Kanagawa,横浜市西区
14104,Yokohama-shi Naka-ku,Kanagawa,横浜市中区
14105,Yokohama-shi Minami-ku,Kanagawa,横浜市南区
14106,Yokohama-shi Hodogaya-ku,Kanagawa,横浜市保土ケ谷区
14107,Yokohama-shi Isogo-ku,Kanagawa,横浜市磯子区
14108,Yokohama-shi Kanazawa-ku,Kanagawa,横浜市金沢区
14109,Yokohama-shi Kohoku-ku,Kanagawa,横浜市港北区
14110,Yokohama-shi Totsuka-ku,Kanagawa,横浜市戸塚区
14111,Yokohama-shi Konan-ku,Kanagawa,横浜市港南区
14112,Yokohama-shi Asahi-ku,Kanagawa,横浜市旭区
14113,Yokohama-shi Midori-ku,Kanagawa,横浜市緑区
14114,Yokohama-shi Seya-ku,Kanagawa,横浜市瀬谷区
14115,Yokohama-shi Sakae-ku,Kanagawa,横浜市栄区
14116,Yokohama-shi Izumi-ku,Kanagawa,横浜市泉区
14117,Yokohama-shi Aoba-ku,Kanagawa,横浜市青葉区
14118,Yokohama-shi Tsuzuki-ku,Kanagawa,横浜市都筑区
14131,Kawasaki-shi Kawasaki-ku,Kanagawa,川崎市川崎区
14132,Kawasaki-shi Saiwai-ku,Kanagawa,川崎市幸区
14133,Kawasaki-shi Nakahara-ku,Kanagawa,川崎市中原区
14134,Kawasaki-shi Takatsu-ku,Kanagawa,川崎市高津区
14135,Kawasaki-shi Tama-ku,Kanagawa,川崎市多摩区
14136,Kawasaki-shi Miyamae-ku,Kanagawa,川崎市宮前区
14137,Kawasaki-shi Asao-ku,Kanagawa,川崎市麻生区
14151,Sagamihara-shi Midori-ku,Kanagawa,相模原市緑区
14152,Sagamihara-shi Chuo-ku,Kanagawa,相模原市中央区
14153,Sagamihara-shi Minami-ku,Kanagawa,相模原市南区
14201,Yokosuka-shi,Kanagawa,横須賀市
14203,Hiratsuka-shi,Kanagawa,平塚市
14204,Kamakura-shi,Kanagawa,鎌倉市
14205,Fujisawa-shi,Kanagawa,藤沢市
14206,Odawara-shi,Kanagawa,小田原市
14207,Chigasaki-shi,Kanagawa,茅ヶ崎市
14208,Zushi-shi,Kanagawa,逗子市
14210,Miura-shi,Kanagawa,三浦市
14211,Hadano-shi,Kanagawa,秦野市
14212,Atsugi-shi,Kanagawa,厚木市
14213,Yamato-shi,Kanagawa,大和市
14214,Isehara-shi,Kanagawa,伊勢原市
14215,Ebina-shi,Kanagawa,海老名市
14216,Zama-shi,Kanagawa,座間市
14217,Minamiashigara-shi,Kanagawa,南足柄市
14218,Ayase-shi,Kanagawa,綾瀬市
14301,Miura-gun Hayama-machi,Kanagawa,三浦郡葉山町
14321,Koza-gun Samukawa-machi,Kanagawa,高座郡寒川町
14341,Naka-gun Oiso-machi,Kanagawa,中郡大磯町
14342,Naka-gun Ninomiya-machi,Kanagawa,中郡二宮町
14361,Ashigarakami-gun Nakai-machi,Kanagawa,足柄上郡中井町
14362,Ashigarakami-gun Oi-machi,Kanagawa,足柄上郡大井町
14363,Ashigarakami-gun Matsuda-machi,Kanagawa,足柄上郡松田町
14364,Ashigarakami-gun Yamakita-machi,Kanagawa,足柄上郡山北町
14366,Ashigarakami-gun Kaisei-machi,Kanagawa,足柄上郡開成町
14382,Ashigarashimo-gun Hakone-machi,Kanagawa,足柄下郡箱根町
14383,Ashigarashimo-gun Manazuru-machi,Kanagawa,足柄下郡真鶴町
14384,Ashigarashimo-gun Yugawara-machi,Kanagawa,足柄下郡湯河原町
14401,Aiko-gun Aikawa-machi,Kanagawa,愛甲郡愛川町
14402,Aiko-gun Kiyokawa-mura,Kanagawa,愛甲郡清川村
15101,Niigata-shi Kita-ku,Niigata,新潟市北区
15102,Niigata-shi Higashi-ku,Niigata,新潟市東区
15103,Niigata-shi Chuo-ku,Niigata,新潟市中央区
15104,Niigata-shi Konan-ku,Niigata,新潟市江南区
15105,Niigata-shi Akiha-ku,Niigata,新潟市秋葉区
15106,Niigata-shi Minami-ku,Niigata,新潟市南区
15107,Niigata-shi Nishi-ku,Niigata,新潟市西区
15108,Niigata-shi Nishikan-ku,Niigata,新潟市西蒲区
15202,Nagaoka-shi,Niigata,長岡市
15204,Sanjo-shi,Niigata,三条市
15205,Kashiwazaki-shi,Niigata,柏崎市
15206,Shibata-shi,Niigata,新発田市
15208,Ojiya-shi,Niigata,小千谷市
15209,Kamo-shi,Niigata,加茂市
15210,Tokamachi-shi,Niigata,十日町市
15211,Mitsuke-shi,Niigata,見附市
15212,Murakami-shi,Niigata,村上市
15213,Tsubame-shi,Niigata,燕市
15216,Itoigawa-shi,Niigata,糸魚川市
15217,Myoko-shi,Niigata,妙高市
15218,Gosen-shi,Niigata,五泉市
15222,Joetsu-shi,Niigata,上越市
15223,Agano-shi,Niigata,阿賀野市
15224,Sado-shi,Niigata,佐渡市
15225,Uonuma-shi,Niigata,魚沼市
15226,Minamiuonuma-shi,Niigata,南魚沼市
15227,Tainai-shi,Niigata,胎内市
15307,Kitakambara-gun Seiro-machi,Niigata,北蒲原郡聖籠町
15342,Nishikambara-gun Yahiko-mura,Niigata,西蒲原郡弥彦村
15361,Minamikambara-gun Tagami-machi,Niigata,南蒲原郡田上町
15385,Higashikambara-gun Aga-machi,Niigata,東蒲原郡阿賀町
15405,Santo-gun Izumozaki-machi,Niigata,三島郡出雲崎町
15461,Minamiuonuma-gun Yuzawa-machi,Niigata,南魚沼郡湯沢町
15482,Nakauonuma-gun Tsunan-machi,Niigata,中魚沼郡津南町
15504,Kariwa-gun Kariwa-mura,Niigata,刈羽郡刈羽村
15581,Iwafune-gun Sekikawa-mura,Niigata,岩船郡関川村
15586,Iwafune-gun Awashimaura-mura,Niigata,岩船郡粟島浦村
16201,Toyama-shi,Toyama,富山市
16202,Takaoka-shi,Toyama,高岡市
16204,Uozu-shi,Toyama,魚津市
16205,Himi-shi,Toyama,氷見市
16206,Namerikawa-shi,Toyama,滑川市
16207,Kurobe-shi,Toyama,黒部市
16208,Tonami-shi,Toyama,砺波市
16209,Oyabe-shi,Toyama,小矢部市
16210,Nanto-shi,Toyama,南砺市
16211,Imizu-shi,Toyama,射水市
16321,Nakaniikawa-gun Funahashi-mura,Toyama,中新川郡舟橋村
16322,Nakaniikawa-gun Kamiichi-machi,Toyama,中新川郡上市町
16323,Nakaniikawa-gun Tateyama-machi,Toyama,中新川郡立山町
16342,Shimoniikawa-gun Nyuzen-machi,Toyama,下新川郡入善町
16343,Shimoniikawa-gun Asahi-machi,Toyama,下新川郡朝日町
17201,Kanazawa-shi,Ishikawa,金沢市
17202,Nanao-shi,Ishikawa,七尾市
17203,Komatsu-shi,Ishikawa,小松市
17204,Wajima-shi,Ishikawa,輪島市
17205,Suzu-shi,Ishikawa,珠洲市
17206,Kaga-shi,Ishikawa,加賀市
17207,Hakui-shi,Ishikawa,羽咋市
17209,Kahoku-shi,Ishikawa,かほく市
17210,Hakusan-shi,Ishikawa,白山市
17211,Nomi-shi,Ishikawa,能美市
17212,Nonoichi-shi,Ishikawa,野々市市
17324,Nomi-gun Kawakita-machi,Ishikawa,能美郡川北町
17361,Kahoku-gun Tsubata-machi,Ishikawa,河北郡津幡町
17365,Kahoku-gun Uchinada-machi,Ishikawa,河北郡内灘町
